A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_Q_t3h_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoA/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3041       0.3264      -0.0223
eff overall (pt>0.9)             0.7660       0.8136      -0.0476
eff vxy [0,1)                    0.7961       0.8473      -0.0512
eff vxy [1,5)                    0.7703       0.7731      -0.0028
eff vxy [5,10)                   0.7334       0.6530      +0.0804
eff vxy [10,30)                  0.7198       0.6291      +0.0907
eff dxy [0,1)                    0.7941       0.8342      -0.0401
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8959       0.9242      -0.0282
eff transition 1.1-1.7           0.8586       0.8826      -0.0240
eff endcap >1.7                  0.6736       0.7556      -0.0820
dup rate (pt sums)               0.3377       0.0499      +0.2878
dup rate (pt>0.9)                0.3544       0.0513      +0.3031
dup rate barrel                  0.2119       0.0097      +0.2021
dup rate transition              0.3785       0.0130      +0.3655
dup rate endcap                  0.4769       0.0846      +0.3923
fake rate (pt sums)              0.4551       0.0451      +0.4100
fake rate (pt>0.9)               0.4545       0.0455      +0.4090
fake rate barrel                 0.6305       0.0437      +0.5868
fake rate transition             0.4962       0.0459      +0.4504
fake rate endcap                 0.2704       0.0463      +0.2241
mean nhitOT                       6.378        6.514       -0.136
mean nhitOT barrel                7.173       10.151       -2.978
mean nhitOT transition            7.317       10.010       -2.693
mean nhitOT endcap                5.202        3.559       +1.642
n TC (fr denom)                 1596504       610581      +985923
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_Q_t3h.json
