A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a12_ref/r_C_aT65_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3276       0.3281      -0.0005
eff overall (pt>0.9)             0.8100       0.8099      +0.0001
eff vxy [0,1)                    0.8429       0.8430      -0.0000
eff vxy [1,5)                    0.7909       0.7719      +0.0190
eff vxy [5,10)                   0.7319       0.6543      +0.0776
eff vxy [10,30)                  0.7358       0.6645      +0.0713
eff dxy [0,1)                    0.8368       0.8307      +0.0061
eff dxy [1,5)                    0.6120       0.5541      +0.0580
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9264       0.9256      +0.0008
eff transition 1.1-1.7           0.8821       0.8819      +0.0003
eff endcap >1.7                  0.7453       0.7460      -0.0007
dup rate (pt sums)               0.0575       0.0503      +0.0072
dup rate (pt>0.9)                0.0579       0.0518      +0.0061
dup rate barrel                  0.0291       0.0099      +0.0193
dup rate transition              0.0335       0.0126      +0.0209
dup rate endcap                  0.0809       0.0856      -0.0046
fake rate (pt sums)              0.0505       0.0447      +0.0058
fake rate (pt>0.9)               0.0515       0.0448      +0.0068
fake rate barrel                 0.0599       0.0425      +0.0174
fake rate transition             0.0622       0.0445      +0.0177
fake rate endcap                 0.0438       0.0460      -0.0023
mean nhitOT                       6.467        6.519       -0.052
mean nhitOT barrel                9.907       10.148       -0.241
mean nhitOT transition            9.907       10.015       -0.108
mean nhitOT endcap                3.545        3.562       -0.017
n TC (fr denom)                  613575       608190        +5385
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a12_ref/r_C_aT65.json
