A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a12_ref/r_B_a5X1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3284       0.3281      +0.0002
eff overall (pt>0.9)             0.8114       0.8099      +0.0015
eff vxy [0,1)                    0.8443       0.8430      +0.0013
eff vxy [1,5)                    0.7953       0.7719      +0.0234
eff vxy [5,10)                   0.7319       0.6543      +0.0776
eff vxy [10,30)                  0.7358       0.6645      +0.0713
eff dxy [0,1)                    0.8383       0.8307      +0.0076
eff dxy [1,5)                    0.6120       0.5541      +0.0580
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9290       0.9256      +0.0034
eff transition 1.1-1.7           0.8849       0.8819      +0.0031
eff endcap >1.7                  0.7451       0.7460      -0.0009
dup rate (pt sums)               0.0671       0.0503      +0.0168
dup rate (pt>0.9)                0.0671       0.0518      +0.0153
dup rate barrel                  0.0462       0.0099      +0.0363
dup rate transition              0.0523       0.0126      +0.0397
dup rate endcap                  0.0832       0.0856      -0.0024
fake rate (pt sums)              0.0534       0.0447      +0.0087
fake rate (pt>0.9)               0.0549       0.0448      +0.0101
fake rate barrel                 0.0647       0.0425      +0.0222
fake rate transition             0.0664       0.0445      +0.0219
fake rate endcap                 0.0458       0.0460      -0.0002
mean nhitOT                       6.438        6.519       -0.081
mean nhitOT barrel                9.783       10.148       -0.365
mean nhitOT transition            9.780       10.015       -0.236
mean nhitOT endcap                3.552        3.562       -0.010
n TC (fr denom)                  620381       608190       +12191
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a12_ref/r_B_a5X1.json
