A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a12_ref/r_B_a45_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3279       0.3281      -0.0002
eff overall (pt>0.9)             0.8101       0.8099      +0.0003
eff vxy [0,1)                    0.8431       0.8430      +0.0001
eff vxy [1,5)                    0.7931       0.7719      +0.0212
eff vxy [5,10)                   0.7251       0.6543      +0.0708
eff vxy [10,30)                  0.7342       0.6645      +0.0697
eff dxy [0,1)                    0.8370       0.8307      +0.0063
eff dxy [1,5)                    0.6076       0.5541      +0.0535
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9274       0.9256      +0.0018
eff transition 1.1-1.7           0.8829       0.8819      +0.0010
eff endcap >1.7                  0.7444       0.7460      -0.0016
dup rate (pt sums)               0.0557       0.0503      +0.0054
dup rate (pt>0.9)                0.0562       0.0518      +0.0044
dup rate barrel                  0.0274       0.0099      +0.0175
dup rate transition              0.0325       0.0126      +0.0198
dup rate endcap                  0.0793       0.0856      -0.0062
fake rate (pt sums)              0.0538       0.0447      +0.0091
fake rate (pt>0.9)               0.0554       0.0448      +0.0106
fake rate barrel                 0.0654       0.0425      +0.0229
fake rate transition             0.0674       0.0445      +0.0228
fake rate endcap                 0.0462       0.0460      +0.0002
mean nhitOT                       6.486        6.519       -0.033
mean nhitOT barrel                9.906       10.148       -0.242
mean nhitOT transition            9.899       10.015       -0.117
mean nhitOT endcap                3.562        3.562       -0.001
n TC (fr denom)                  615617       608190        +7427
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a12_ref/r_B_a45.json
