A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_B4_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoB/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3277       0.3264      +0.0013
eff overall (pt>0.9)             0.8168       0.8136      +0.0033
eff vxy [0,1)                    0.8501       0.8473      +0.0027
eff vxy [1,5)                    0.8042       0.7731      +0.0311
eff vxy [5,10)                   0.7303       0.6530      +0.0773
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8442       0.8342      +0.0100
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9252       0.9242      +0.0010
eff transition 1.1-1.7           0.8941       0.8826      +0.0115
eff endcap >1.7                  0.7578       0.7556      +0.0022
dup rate (pt sums)               0.2720       0.0499      +0.2221
dup rate (pt>0.9)                0.2853       0.0513      +0.2340
dup rate barrel                  0.2955       0.0097      +0.2857
dup rate transition              0.3654       0.0130      +0.3524
dup rate endcap                  0.2529       0.0846      +0.1684
fake rate (pt sums)              0.0514       0.0451      +0.0063
fake rate (pt>0.9)               0.0526       0.0455      +0.0071
fake rate barrel                 0.0600       0.0437      +0.0163
fake rate transition             0.0653       0.0459      +0.0194
fake rate endcap                 0.0442       0.0463      -0.0021
mean nhitOT                       6.395        6.514       -0.118
mean nhitOT barrel                9.356       10.151       -0.794
mean nhitOT transition            9.182       10.010       -0.828
mean nhitOT endcap                3.768        3.559       +0.209
n TC (fr denom)                  704922       610581       +94341
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_B4.json
