A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_C2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoB/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3251       0.3264      -0.0014
eff overall (pt>0.9)             0.8085       0.8136      -0.0050
eff vxy [0,1)                    0.8417       0.8473      -0.0056
eff vxy [1,5)                    0.7901       0.7731      +0.0170
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8358       0.8342      +0.0016
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9159       0.9242      -0.0083
eff transition 1.1-1.7           0.8778       0.8826      -0.0048
eff endcap >1.7                  0.7531       0.7556      -0.0024
dup rate (pt sums)               0.0530       0.0499      +0.0031
dup rate (pt>0.9)                0.0533       0.0513      +0.0020
dup rate barrel                  0.0128       0.0097      +0.0031
dup rate transition              0.0183       0.0130      +0.0053
dup rate endcap                  0.0855       0.0846      +0.0009
fake rate (pt sums)              0.0557       0.0451      +0.0106
fake rate (pt>0.9)               0.0572       0.0455      +0.0117
fake rate barrel                 0.0652       0.0437      +0.0215
fake rate transition             0.0765       0.0459      +0.0306
fake rate endcap                 0.0472       0.0463      +0.0008
mean nhitOT                       6.455        6.514       -0.059
mean nhitOT barrel                9.984       10.151       -0.167
mean nhitOT transition            9.919       10.010       -0.091
mean nhitOT endcap                3.533        3.559       -0.027
n TC (fr denom)                  620888       610581       +10307
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_C2.json
