A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_B6_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoB/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3254       0.3264      -0.0010
eff overall (pt>0.9)             0.8110       0.8136      -0.0026
eff vxy [0,1)                    0.8441       0.8473      -0.0032
eff vxy [1,5)                    0.7972       0.7731      +0.0240
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8383       0.8342      +0.0041
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9179       0.9242      -0.0063
eff transition 1.1-1.7           0.8824       0.8826      -0.0003
eff endcap >1.7                  0.7554       0.7556      -0.0002
dup rate (pt sums)               0.0754       0.0499      +0.0255
dup rate (pt>0.9)                0.0774       0.0513      +0.0261
dup rate barrel                  0.0338       0.0097      +0.0240
dup rate transition              0.0501       0.0130      +0.0371
dup rate endcap                  0.1090       0.0846      +0.0244
fake rate (pt sums)              0.0517       0.0451      +0.0066
fake rate (pt>0.9)               0.0529       0.0455      +0.0074
fake rate barrel                 0.0620       0.0437      +0.0183
fake rate transition             0.0672       0.0459      +0.0213
fake rate endcap                 0.0438       0.0463      -0.0025
mean nhitOT                       6.450        6.514       -0.063
mean nhitOT barrel                9.945       10.151       -0.206
mean nhitOT transition            9.894       10.010       -0.116
mean nhitOT endcap                3.557        3.559       -0.002
n TC (fr denom)                  624583       610581       +14002
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_B6.json
