A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_DIAG_MDRD_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoB/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3038       0.3264      -0.0227
eff overall (pt>0.9)             0.7654       0.8136      -0.0481
eff vxy [0,1)                    0.7958       0.8473      -0.0516
eff vxy [1,5)                    0.7654       0.7731      -0.0078
eff vxy [5,10)                   0.7334       0.6530      +0.0804
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.7934       0.8342      -0.0408
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8914       0.9242      -0.0327
eff transition 1.1-1.7           0.8513       0.8826      -0.0313
eff endcap >1.7                  0.6799       0.7556      -0.0757
dup rate (pt sums)               0.1694       0.0499      +0.1194
dup rate (pt>0.9)                0.1699       0.0513      +0.1186
dup rate barrel                  0.1207       0.0097      +0.1109
dup rate transition              0.2108       0.0130      +0.1978
dup rate endcap                  0.2109       0.0846      +0.1263
fake rate (pt sums)              0.5053       0.0451      +0.4602
fake rate (pt>0.9)               0.5149       0.0455      +0.4694
fake rate barrel                 0.6695       0.0437      +0.6258
fake rate transition             0.5475       0.0459      +0.5017
fake rate endcap                 0.2977       0.0463      +0.2514
mean nhitOT                       6.460        6.514       -0.053
mean nhitOT barrel                7.278       10.151       -2.872
mean nhitOT transition            7.650       10.010       -2.359
mean nhitOT endcap                4.753        3.559       +1.194
n TC (fr denom)                 1282330       610581      +671749
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_DIAG_MDRD.json
