A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_DIAG_MD_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoB/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3043       0.3264      -0.0221
eff overall (pt>0.9)             0.7665       0.8136      -0.0471
eff vxy [0,1)                    0.7969       0.8473      -0.0504
eff vxy [1,5)                    0.7654       0.7731      -0.0078
eff vxy [5,10)                   0.7334       0.6530      +0.0804
eff vxy [10,30)                  0.7190       0.6291      +0.0899
eff dxy [0,1)                    0.7945       0.8342      -0.0397
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8919       0.9242      -0.0323
eff transition 1.1-1.7           0.8533       0.8826      -0.0293
eff endcap >1.7                  0.6813       0.7556      -0.0743
dup rate (pt sums)               0.3228       0.0499      +0.2729
dup rate (pt>0.9)                0.3385       0.0513      +0.2872
dup rate barrel                  0.1903       0.0097      +0.1806
dup rate transition              0.3578       0.0130      +0.3448
dup rate endcap                  0.4685       0.0846      +0.3839
fake rate (pt sums)              0.4729       0.0451      +0.4278
fake rate (pt>0.9)               0.4730       0.0455      +0.4275
fake rate barrel                 0.6552       0.0437      +0.6115
fake rate transition             0.5153       0.0459      +0.4694
fake rate endcap                 0.2838       0.0463      +0.2375
mean nhitOT                       6.351        6.514       -0.162
mean nhitOT barrel                7.129       10.151       -3.021
mean nhitOT transition            7.299       10.010       -2.711
mean nhitOT endcap                5.201        3.559       +1.642
n TC (fr denom)                 1651073       610581     +1040492
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_DIAG_MD.json
