A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_I1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoB/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3247       0.3264      -0.0018
eff overall (pt>0.9)             0.8082       0.8136      -0.0053
eff vxy [0,1)                    0.8412       0.8473      -0.0061
eff vxy [1,5)                    0.7936       0.7731      +0.0205
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8356       0.8342      +0.0014
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9146       0.9242      -0.0096
eff transition 1.1-1.7           0.8786       0.8826      -0.0040
eff endcap >1.7                  0.7534       0.7556      -0.0022
dup rate (pt sums)               0.0519       0.0499      +0.0020
dup rate (pt>0.9)                0.0523       0.0513      +0.0010
dup rate barrel                  0.0129       0.0097      +0.0032
dup rate transition              0.0183       0.0130      +0.0053
dup rate endcap                  0.0833       0.0846      -0.0013
fake rate (pt sums)              0.0513       0.0451      +0.0062
fake rate (pt>0.9)               0.0522       0.0455      +0.0067
fake rate barrel                 0.0597       0.0437      +0.0160
fake rate transition             0.0659       0.0459      +0.0201
fake rate endcap                 0.0442       0.0463      -0.0022
mean nhitOT                       6.488        6.514       -0.026
mean nhitOT barrel               10.039       10.151       -0.111
mean nhitOT transition            9.989       10.010       -0.020
mean nhitOT endcap                3.556        3.559       -0.003
n TC (fr denom)                  616360       610581        +5779
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_b_ref/t_I1.json
