A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_f5_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3235       0.3264      -0.0030
eff overall (pt>0.9)             0.8051       0.8136      -0.0085
eff vxy [0,1)                    0.8379       0.8473      -0.0095
eff vxy [1,5)                    0.7915       0.7731      +0.0184
eff vxy [5,10)                   0.7208       0.6530      +0.0678
eff vxy [10,30)                  0.6985       0.6291      +0.0694
eff dxy [0,1)                    0.8320       0.8342      -0.0022
eff dxy [1,5)                    0.5429       0.4989      +0.0440
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9136       0.9242      -0.0106
eff transition 1.1-1.7           0.8656       0.8826      -0.0170
eff endcap >1.7                  0.7521       0.7556      -0.0034
dup rate (pt sums)               0.0618       0.0499      +0.0118
dup rate (pt>0.9)                0.0640       0.0513      +0.0127
dup rate barrel                  0.0145       0.0097      +0.0047
dup rate transition              0.0265       0.0130      +0.0135
dup rate endcap                  0.1007       0.0846      +0.0162
fake rate (pt sums)              0.0486       0.0451      +0.0035
fake rate (pt>0.9)               0.0501       0.0455      +0.0046
fake rate barrel                 0.0508       0.0437      +0.0071
fake rate transition             0.0690       0.0459      +0.0231
fake rate endcap                 0.0444       0.0463      -0.0020
mean nhitOT                       6.396        6.514       -0.118
mean nhitOT barrel                9.954       10.151       -0.197
mean nhitOT transition            9.879       10.010       -0.131
mean nhitOT endcap                3.537        3.559       -0.023
n TC (fr denom)                  616028       610581        +5447
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_f5.json
