A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_t6_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3242       0.3264      -0.0023
eff overall (pt>0.9)             0.8067       0.8136      -0.0068
eff vxy [0,1)                    0.8393       0.8473      -0.0080
eff vxy [1,5)                    0.7958       0.7731      +0.0226
eff vxy [5,10)                   0.7240       0.6530      +0.0710
eff vxy [10,30)                  0.7002       0.6291      +0.0711
eff dxy [0,1)                    0.8335       0.8342      -0.0007
eff dxy [1,5)                    0.5494       0.4989      +0.0504
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0214       0.0470      -0.0256
eff barrel |eta|<1.1             0.9154       0.9242      -0.0088
eff transition 1.1-1.7           0.8688       0.8826      -0.0138
eff endcap >1.7                  0.7530       0.7556      -0.0026
dup rate (pt sums)               0.0603       0.0499      +0.0104
dup rate (pt>0.9)                0.0625       0.0513      +0.0112
dup rate barrel                  0.0153       0.0097      +0.0055
dup rate transition              0.0276       0.0130      +0.0146
dup rate endcap                  0.0975       0.0846      +0.0129
fake rate (pt sums)              0.0501       0.0451      +0.0050
fake rate (pt>0.9)               0.0514       0.0455      +0.0059
fake rate barrel                 0.0556       0.0437      +0.0118
fake rate transition             0.0698       0.0459      +0.0240
fake rate endcap                 0.0440       0.0463      -0.0024
mean nhitOT                       6.281        6.514       -0.232
mean nhitOT barrel                9.872       10.151       -0.278
mean nhitOT transition            9.610       10.010       -0.400
mean nhitOT endcap                3.427        3.559       -0.132
n TC (fr denom)                  617963       610581        +7382
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_t6.json
