A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_d7_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3230       0.3264      -0.0034
eff overall (pt>0.9)             0.8039       0.8136      -0.0097
eff vxy [0,1)                    0.8366       0.8473      -0.0107
eff vxy [1,5)                    0.7894       0.7731      +0.0163
eff vxy [5,10)                   0.7161       0.6530      +0.0631
eff vxy [10,30)                  0.6985       0.6291      +0.0694
eff dxy [0,1)                    0.8306       0.8342      -0.0036
eff dxy [1,5)                    0.5440       0.4989      +0.0451
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9114       0.9242      -0.0128
eff transition 1.1-1.7           0.8638       0.8826      -0.0188
eff endcap >1.7                  0.7520       0.7556      -0.0036
dup rate (pt sums)               0.0612       0.0499      +0.0113
dup rate (pt>0.9)                0.0635       0.0513      +0.0122
dup rate barrel                  0.0140       0.0097      +0.0042
dup rate transition              0.0244       0.0130      +0.0114
dup rate endcap                  0.1006       0.0846      +0.0160
fake rate (pt sums)              0.0486       0.0451      +0.0035
fake rate (pt>0.9)               0.0502       0.0455      +0.0047
fake rate barrel                 0.0512       0.0437      +0.0075
fake rate transition             0.0693       0.0459      +0.0234
fake rate endcap                 0.0442       0.0463      -0.0021
mean nhitOT                       6.285        6.514       -0.229
mean nhitOT barrel                9.807       10.151       -0.344
mean nhitOT transition            9.799       10.010       -0.211
mean nhitOT endcap                3.440        3.559       -0.120
n TC (fr denom)                  615257       610581        +4676
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_d7.json
