A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_q2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3245       0.3264      -0.0020
eff overall (pt>0.9)             0.8075       0.8136      -0.0061
eff vxy [0,1)                    0.8402       0.8473      -0.0071
eff vxy [1,5)                    0.7972       0.7731      +0.0240
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7067       0.6291      +0.0776
eff dxy [0,1)                    0.8345       0.8342      +0.0003
eff dxy [1,5)                    0.5569       0.4989      +0.0579
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0214       0.0470      -0.0256
eff barrel |eta|<1.1             0.9170       0.9242      -0.0072
eff transition 1.1-1.7           0.8696       0.8826      -0.0130
eff endcap >1.7                  0.7531       0.7556      -0.0024
dup rate (pt sums)               0.0624       0.0499      +0.0125
dup rate (pt>0.9)                0.0649       0.0513      +0.0136
dup rate barrel                  0.0160       0.0097      +0.0062
dup rate transition              0.0302       0.0130      +0.0171
dup rate endcap                  0.1010       0.0846      +0.0164
fake rate (pt sums)              0.0540       0.0451      +0.0089
fake rate (pt>0.9)               0.0549       0.0455      +0.0094
fake rate barrel                 0.0633       0.0437      +0.0196
fake rate transition             0.0758       0.0459      +0.0299
fake rate endcap                 0.0444       0.0463      -0.0019
mean nhitOT                       6.253        6.514       -0.260
mean nhitOT barrel                9.786       10.151       -0.364
mean nhitOT transition            9.535       10.010       -0.475
mean nhitOT endcap                3.427        3.559       -0.133
n TC (fr denom)                  622034       610581       +11453
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_q2.json
