A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_m4_20_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3229       0.3264      -0.0035
eff overall (pt>0.9)             0.8028       0.8136      -0.0107
eff vxy [0,1)                    0.8355       0.8473      -0.0119
eff vxy [1,5)                    0.7887       0.7731      +0.0155
eff vxy [5,10)                   0.7208       0.6530      +0.0678
eff vxy [10,30)                  0.6977       0.6291      +0.0686
eff dxy [0,1)                    0.8297       0.8342      -0.0046
eff dxy [1,5)                    0.5418       0.4989      +0.0429
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9108       0.9242      -0.0134
eff transition 1.1-1.7           0.8621       0.8826      -0.0205
eff endcap >1.7                  0.7508       0.7556      -0.0048
dup rate (pt sums)               0.0669       0.0499      +0.0170
dup rate (pt>0.9)                0.0696       0.0513      +0.0183
dup rate barrel                  0.0204       0.0097      +0.0106
dup rate transition              0.0347       0.0130      +0.0217
dup rate endcap                  0.1054       0.0846      +0.0208
fake rate (pt sums)              0.0519       0.0451      +0.0068
fake rate (pt>0.9)               0.0537       0.0455      +0.0082
fake rate barrel                 0.0557       0.0437      +0.0119
fake rate transition             0.0763       0.0459      +0.0304
fake rate endcap                 0.0461       0.0463      -0.0002
mean nhitOT                       6.525        6.514       +0.011
mean nhitOT barrel               10.027       10.151       -0.123
mean nhitOT transition            9.964       10.010       -0.046
mean nhitOT endcap                3.693        3.559       +0.134
n TC (fr denom)                  619790       610581        +9209
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/cheapwins/ab_m4_20.json
