A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_extend/ex_w200_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3246       0.3264      -0.0019
eff overall (pt>0.9)             0.8080       0.8136      -0.0055
eff vxy [0,1)                    0.8409       0.8473      -0.0064
eff vxy [1,5)                    0.7943       0.7731      +0.0212
eff vxy [5,10)                   0.7208       0.6530      +0.0678
eff vxy [10,30)                  0.7059       0.6291      +0.0768
eff dxy [0,1)                    0.8349       0.8342      +0.0007
eff dxy [1,5)                    0.5536       0.4989      +0.0547
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9205       0.9242      -0.0037
eff transition 1.1-1.7           0.8653       0.8826      -0.0173
eff endcap >1.7                  0.7529       0.7556      -0.0027
dup rate (pt sums)               0.0551       0.0499      +0.0052
dup rate (pt>0.9)                0.0563       0.0513      +0.0050
dup rate barrel                  0.0135       0.0097      +0.0038
dup rate transition              0.0212       0.0130      +0.0082
dup rate endcap                  0.0895       0.0846      +0.0050
fake rate (pt sums)              0.0514       0.0451      +0.0063
fake rate (pt>0.9)               0.0523       0.0455      +0.0068
fake rate barrel                 0.0554       0.0437      +0.0117
fake rate transition             0.0719       0.0459      +0.0261
fake rate endcap                 0.0449       0.0463      -0.0015
mean nhitOT                       6.497        6.514       -0.017
mean nhitOT barrel                9.978       10.151       -0.173
mean nhitOT transition           10.314       10.010       +0.304
mean nhitOT endcap                3.514        3.559       -0.045
n TC (fr denom)                  616650       610581        +6069
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_extend/ex_w200.json
