A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_dupcc/x_w15_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3256       0.3264      -0.0008
eff overall (pt>0.9)             0.8109       0.8136      -0.0026
eff vxy [0,1)                    0.8436       0.8473      -0.0037
eff vxy [1,5)                    0.8035       0.7731      +0.0304
eff vxy [5,10)                   0.7224       0.6530      +0.0694
eff vxy [10,30)                  0.6969       0.6291      +0.0678
eff dxy [0,1)                    0.8375       0.8342      +0.0033
eff dxy [1,5)                    0.5451       0.4989      +0.0461
eff dxy [5,10)                   0.2421       0.2281      +0.0140
eff dxy [10,30)                  0.0278       0.0470      -0.0192
eff barrel |eta|<1.1             0.9215       0.9242      -0.0027
eff transition 1.1-1.7           0.8766       0.8826      -0.0060
eff endcap >1.7                  0.7543       0.7556      -0.0013
dup rate (pt sums)               0.0499       0.0499      -0.0000
dup rate (pt>0.9)                0.0506       0.0513      -0.0007
dup rate barrel                  0.0103       0.0097      +0.0005
dup rate transition              0.0110       0.0130      -0.0020
dup rate endcap                  0.0832       0.0846      -0.0013
fake rate (pt sums)              0.0398       0.0451      -0.0053
fake rate (pt>0.9)               0.0400       0.0455      -0.0055
fake rate barrel                 0.0365       0.0437      -0.0072
fake rate transition             0.0428       0.0459      -0.0030
fake rate endcap                 0.0410       0.0463      -0.0053
mean nhitOT                       6.244        6.514       -0.270
mean nhitOT barrel                9.795       10.151       -0.356
mean nhitOT transition            9.687       10.010       -0.322
mean nhitOT endcap                3.378        3.559       -0.182
n TC (fr denom)                  608910       610581        -1671
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_dupcc/x_w15.json
