A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_y_a9_n2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3207       0.3264      -0.0057
eff overall (pt>0.9)             0.8027       0.8136      -0.0109
eff vxy [0,1)                    0.8352       0.8473      -0.0121
eff vxy [1,5)                    0.7929       0.7731      +0.0198
eff vxy [5,10)                   0.7240       0.6530      +0.0710
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8301       0.8342      -0.0041
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9015       0.9242      -0.0227
eff transition 1.1-1.7           0.8743       0.8826      -0.0083
eff endcap >1.7                  0.7541       0.7556      -0.0014
dup rate (pt sums)               0.0680       0.0499      +0.0181
dup rate (pt>0.9)                0.0700       0.0513      +0.0187
dup rate barrel                  0.0260       0.0097      +0.0163
dup rate transition              0.0465       0.0130      +0.0334
dup rate endcap                  0.0997       0.0846      +0.0152
fake rate (pt sums)              0.0484       0.0451      +0.0033
fake rate (pt>0.9)               0.0489       0.0455      +0.0034
fake rate barrel                 0.0579       0.0437      +0.0142
fake rate transition             0.0598       0.0459      +0.0140
fake rate endcap                 0.0411       0.0463      -0.0053
mean nhitOT                       6.493        6.514       -0.021
mean nhitOT barrel               10.130       10.151       -0.020
mean nhitOT transition           10.001       10.010       -0.009
mean nhitOT endcap                3.580        3.559       +0.020
n TC (fr denom)                  609013       610581        -1568
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_y_a9_n2.json
