A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_x_a75_hit1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3220       0.3264      -0.0045
eff overall (pt>0.9)             0.8030       0.8136      -0.0106
eff vxy [0,1)                    0.8359       0.8473      -0.0114
eff vxy [1,5)                    0.7873       0.7731      +0.0141
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8304       0.8342      -0.0038
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9060       0.9242      -0.0182
eff transition 1.1-1.7           0.8731       0.8826      -0.0095
eff endcap >1.7                  0.7510       0.7556      -0.0046
dup rate (pt sums)               0.0466       0.0499      -0.0033
dup rate (pt>0.9)                0.0469       0.0513      -0.0044
dup rate barrel                  0.0113       0.0097      +0.0016
dup rate transition              0.0157       0.0130      +0.0027
dup rate endcap                  0.0749       0.0846      -0.0097
fake rate (pt sums)              0.0491       0.0451      +0.0040
fake rate (pt>0.9)               0.0497       0.0455      +0.0042
fake rate barrel                 0.0579       0.0437      +0.0142
fake rate transition             0.0626       0.0459      +0.0168
fake rate endcap                 0.0415       0.0463      -0.0048
mean nhitOT                       6.514        6.514       +0.000
mean nhitOT barrel               10.110       10.151       -0.041
mean nhitOT transition           10.059       10.010       +0.049
mean nhitOT endcap                3.565        3.559       +0.006
n TC (fr denom)                  607730       610581        -2851
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_x_a75_hit1.json
