A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_y_a75_n2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3237       0.3264      -0.0027
eff overall (pt>0.9)             0.8075       0.8136      -0.0061
eff vxy [0,1)                    0.8405       0.8473      -0.0068
eff vxy [1,5)                    0.7922       0.7731      +0.0191
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8348       0.8342      +0.0006
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9125       0.9242      -0.0117
eff transition 1.1-1.7           0.8783       0.8826      -0.0043
eff endcap >1.7                  0.7537       0.7556      -0.0019
dup rate (pt sums)               0.0705       0.0499      +0.0206
dup rate (pt>0.9)                0.0727       0.0513      +0.0214
dup rate barrel                  0.0320       0.0097      +0.0223
dup rate transition              0.0510       0.0130      +0.0380
dup rate endcap                  0.1008       0.0846      +0.0162
fake rate (pt sums)              0.0518       0.0451      +0.0067
fake rate (pt>0.9)               0.0525       0.0455      +0.0070
fake rate barrel                 0.0603       0.0437      +0.0166
fake rate transition             0.0689       0.0459      +0.0230
fake rate endcap                 0.0435       0.0463      -0.0028
mean nhitOT                       6.504        6.514       -0.010
mean nhitOT barrel               10.027       10.151       -0.124
mean nhitOT transition            9.934       10.010       -0.076
mean nhitOT endcap                3.607        3.559       +0.047
n TC (fr denom)                  619568       610581        +8987
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_y_a75_n2.json
