A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_c1_curve_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3040       0.3264      -0.0225
eff overall (pt>0.9)             0.7657       0.8136      -0.0478
eff vxy [0,1)                    0.7961       0.8473      -0.0512
eff vxy [1,5)                    0.7654       0.7731      -0.0078
eff vxy [5,10)                   0.7334       0.6530      +0.0804
eff vxy [10,30)                  0.7190       0.6291      +0.0899
eff dxy [0,1)                    0.7938       0.8342      -0.0404
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8919       0.9242      -0.0323
eff transition 1.1-1.7           0.8533       0.8826      -0.0293
eff endcap >1.7                  0.6793       0.7556      -0.0763
dup rate (pt sums)               0.3227       0.0499      +0.2727
dup rate (pt>0.9)                0.3384       0.0513      +0.2871
dup rate barrel                  0.1903       0.0097      +0.1806
dup rate transition              0.3575       0.0130      +0.3444
dup rate endcap                  0.4684       0.0846      +0.3838
fake rate (pt sums)              0.4736       0.0451      +0.4285
fake rate (pt>0.9)               0.4736       0.0455      +0.4281
fake rate barrel                 0.6552       0.0437      +0.6115
fake rate transition             0.5158       0.0459      +0.4699
fake rate endcap                 0.2851       0.0463      +0.2388
mean nhitOT                       6.355        6.514       -0.159
mean nhitOT barrel                7.129       10.151       -3.021
mean nhitOT transition            7.298       10.010       -2.712
mean nhitOT endcap                5.210        3.559       +1.650
n TC (fr denom)                 1651383       610581     +1040802
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_c1_curve.json
