A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_w_m3o_a7_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3236       0.3264      -0.0029
eff overall (pt>0.9)             0.8089       0.8136      -0.0046
eff vxy [0,1)                    0.8418       0.8473      -0.0055
eff vxy [1,5)                    0.7958       0.7731      +0.0226
eff vxy [5,10)                   0.7240       0.6530      +0.0710
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8362       0.8342      +0.0019
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9132       0.9242      -0.0110
eff transition 1.1-1.7           0.8829       0.8826      +0.0003
eff endcap >1.7                  0.7547       0.7556      -0.0009
dup rate (pt sums)               0.1973       0.0499      +0.1474
dup rate (pt>0.9)                0.2097       0.0513      +0.1584
dup rate barrel                  0.1765       0.0097      +0.1668
dup rate transition              0.2590       0.0130      +0.2460
dup rate endcap                  0.2122       0.0846      +0.1277
fake rate (pt sums)              0.0509       0.0451      +0.0058
fake rate (pt>0.9)               0.0520       0.0455      +0.0065
fake rate barrel                 0.0623       0.0437      +0.0185
fake rate transition             0.0630       0.0459      +0.0171
fake rate endcap                 0.0429       0.0463      -0.0034
mean nhitOT                       6.454        6.514       -0.060
mean nhitOT barrel                9.701       10.151       -0.449
mean nhitOT transition            9.486       10.010       -0.524
mean nhitOT endcap                3.746        3.559       +0.187
n TC (fr denom)                  663134       610581       +52553
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_w_m3o_a7.json
