A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_x_a75_n1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3223       0.3264      -0.0041
eff overall (pt>0.9)             0.8039       0.8136      -0.0096
eff vxy [0,1)                    0.8368       0.8473      -0.0105
eff vxy [1,5)                    0.7887       0.7731      +0.0155
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8313       0.8342      -0.0029
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9076       0.9242      -0.0165
eff transition 1.1-1.7           0.8738       0.8826      -0.0088
eff endcap >1.7                  0.7515       0.7556      -0.0041
dup rate (pt sums)               0.0473       0.0499      -0.0026
dup rate (pt>0.9)                0.0476       0.0513      -0.0037
dup rate barrel                  0.0119       0.0097      +0.0021
dup rate transition              0.0166       0.0130      +0.0036
dup rate endcap                  0.0757       0.0846      -0.0088
fake rate (pt sums)              0.0494       0.0451      +0.0043
fake rate (pt>0.9)               0.0500       0.0455      +0.0045
fake rate barrel                 0.0582       0.0437      +0.0144
fake rate transition             0.0633       0.0459      +0.0174
fake rate endcap                 0.0418       0.0463      -0.0045
mean nhitOT                       6.513        6.514       -0.000
mean nhitOT barrel               10.100       10.151       -0.051
mean nhitOT transition           10.049       10.010       +0.039
mean nhitOT endcap                3.568        3.559       +0.008
n TC (fr denom)                  608790       610581        -1791
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_x_a75_n1.json
