A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_f_a7_n1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3225       0.3264      -0.0039
eff overall (pt>0.9)             0.8039       0.8136      -0.0097
eff vxy [0,1)                    0.8367       0.8473      -0.0106
eff vxy [1,5)                    0.7880       0.7731      +0.0148
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8312       0.8342      -0.0030
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9084       0.9242      -0.0157
eff transition 1.1-1.7           0.8733       0.8826      -0.0093
eff endcap >1.7                  0.7507       0.7556      -0.0049
dup rate (pt sums)               0.0467       0.0499      -0.0033
dup rate (pt>0.9)                0.0471       0.0513      -0.0042
dup rate barrel                  0.0116       0.0097      +0.0019
dup rate transition              0.0164       0.0130      +0.0034
dup rate endcap                  0.0751       0.0846      -0.0095
fake rate (pt sums)              0.0508       0.0451      +0.0057
fake rate (pt>0.9)               0.0515       0.0455      +0.0060
fake rate barrel                 0.0596       0.0437      +0.0159
fake rate transition             0.0670       0.0459      +0.0211
fake rate endcap                 0.0426       0.0463      -0.0037
mean nhitOT                       6.521        6.514       +0.007
mean nhitOT barrel               10.086       10.151       -0.065
mean nhitOT transition           10.040       10.010       +0.031
mean nhitOT endcap                3.576        3.559       +0.017
n TC (fr denom)                  610662       610581          +81
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_f_a7_n1.json
