A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_z_a5_n1_rpo_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3245       0.3264      -0.0019
eff overall (pt>0.9)             0.8072       0.8136      -0.0064
eff vxy [0,1)                    0.8402       0.8473      -0.0071
eff vxy [1,5)                    0.7936       0.7731      +0.0205
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8347       0.8342      +0.0005
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9137       0.9242      -0.0105
eff transition 1.1-1.7           0.8751       0.8826      -0.0075
eff endcap >1.7                  0.7531       0.7556      -0.0024
dup rate (pt sums)               0.0586       0.0499      +0.0087
dup rate (pt>0.9)                0.0568       0.0513      +0.0055
dup rate barrel                  0.0129       0.0097      +0.0032
dup rate transition              0.0190       0.0130      +0.0060
dup rate endcap                  0.0920       0.0846      +0.0074
fake rate (pt sums)              0.0708       0.0451      +0.0257
fake rate (pt>0.9)               0.0729       0.0455      +0.0274
fake rate barrel                 0.0850       0.0437      +0.0413
fake rate transition             0.1131       0.0459      +0.0673
fake rate endcap                 0.0540       0.0463      +0.0077
mean nhitOT                       6.471        6.514       -0.043
mean nhitOT barrel                9.954       10.151       -0.197
mean nhitOT transition            9.803       10.010       -0.207
mean nhitOT endcap                3.571        3.559       +0.012
n TC (fr denom)                  632509       610581       +21928
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_z_a5_n1_rpo.json
