A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_q_a5_L_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3215       0.3264      -0.0049
eff overall (pt>0.9)             0.8004       0.8136      -0.0132
eff vxy [0,1)                    0.8331       0.8473      -0.0142
eff vxy [1,5)                    0.7845       0.7731      +0.0113
eff vxy [5,10)                   0.7303       0.6530      +0.0773
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8279       0.8342      -0.0063
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9088       0.9242      -0.0154
eff transition 1.1-1.7           0.8626       0.8826      -0.0200
eff endcap >1.7                  0.7464       0.7556      -0.0092
dup rate (pt sums)               0.0654       0.0499      +0.0155
dup rate (pt>0.9)                0.0674       0.0513      +0.0161
dup rate barrel                  0.0269       0.0097      +0.0172
dup rate transition              0.0440       0.0130      +0.0310
dup rate endcap                  0.0967       0.0846      +0.0121
fake rate (pt sums)              0.0770       0.0451      +0.0319
fake rate (pt>0.9)               0.0792       0.0455      +0.0337
fake rate barrel                 0.0893       0.0437      +0.0456
fake rate transition             0.1279       0.0459      +0.0820
fake rate endcap                 0.0585       0.0463      +0.0122
mean nhitOT                       6.552        6.514       +0.038
mean nhitOT barrel                9.966       10.151       -0.185
mean nhitOT transition            9.800       10.010       -0.210
mean nhitOT endcap                3.683        3.559       +0.124
n TC (fr denom)                  634483       610581       +23902
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_q_a5_L.json
