A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_q_a6_L_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3229       0.3264      -0.0036
eff overall (pt>0.9)             0.8042       0.8136      -0.0094
eff vxy [0,1)                    0.8372       0.8473      -0.0102
eff vxy [1,5)                    0.7873       0.7731      +0.0141
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8316       0.8342      -0.0026
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9112       0.9242      -0.0129
eff transition 1.1-1.7           0.8708       0.8826      -0.0118
eff endcap >1.7                  0.7498       0.7556      -0.0058
dup rate (pt sums)               0.0660       0.0499      +0.0161
dup rate (pt>0.9)                0.0680       0.0513      +0.0167
dup rate barrel                  0.0272       0.0097      +0.0174
dup rate transition              0.0443       0.0130      +0.0313
dup rate endcap                  0.0971       0.0846      +0.0126
fake rate (pt sums)              0.0601       0.0451      +0.0150
fake rate (pt>0.9)               0.0613       0.0455      +0.0158
fake rate barrel                 0.0682       0.0437      +0.0245
fake rate transition             0.0903       0.0459      +0.0445
fake rate endcap                 0.0488       0.0463      +0.0024
mean nhitOT                       6.530        6.514       +0.016
mean nhitOT barrel               10.014       10.151       -0.136
mean nhitOT transition            9.907       10.010       -0.103
mean nhitOT endcap                3.638        3.559       +0.079
n TC (fr denom)                  624591       610581       +14010
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_c_ref/t_q_a6_L.json
