A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/p24b_ref/bd_r110_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3091       0.3264      -0.0174
eff overall (pt>0.9)             0.7755       0.8136      -0.0381
eff vxy [0,1)                    0.8068       0.8473      -0.0405
eff vxy [1,5)                    0.7717       0.7731      -0.0014
eff vxy [5,10)                   0.7224       0.6530      +0.0694
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8034       0.8342      -0.0308
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8553       0.9242      -0.0688
eff transition 1.1-1.7           0.8423       0.8826      -0.0403
eff endcap >1.7                  0.7451       0.7556      -0.0105
dup rate (pt sums)               0.0611       0.0499      +0.0112
dup rate (pt>0.9)                0.0637       0.0513      +0.0124
dup rate barrel                  0.0134       0.0097      +0.0036
dup rate transition              0.0282       0.0130      +0.0152
dup rate endcap                  0.0980       0.0846      +0.0134
fake rate (pt sums)              0.0484       0.0451      +0.0033
fake rate (pt>0.9)               0.0487       0.0455      +0.0032
fake rate barrel                 0.0604       0.0437      +0.0167
fake rate transition             0.0593       0.0459      +0.0135
fake rate endcap                 0.0402       0.0463      -0.0062
mean nhitOT                       6.479        6.514       -0.034
mean nhitOT barrel               10.472       10.151       +0.321
mean nhitOT transition           10.223       10.010       +0.213
mean nhitOT endcap                3.502        3.559       -0.058
n TC (fr denom)                  583128       610581       -27453
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/p24b_ref/bd_r110.json
