A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/p24b_ref/bd_r80c0_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3167       0.3264      -0.0098
eff overall (pt>0.9)             0.7943       0.8136      -0.0192
eff vxy [0,1)                    0.8267       0.8473      -0.0206
eff vxy [1,5)                    0.7809       0.7731      +0.0078
eff vxy [5,10)                   0.7224       0.6530      +0.0694
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8217       0.8342      -0.0125
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8869       0.9242      -0.0372
eff transition 1.1-1.7           0.8621       0.8826      -0.0205
eff endcap >1.7                  0.7528       0.7556      -0.0028
dup rate (pt sums)               0.0568       0.0499      +0.0069
dup rate (pt>0.9)                0.0574       0.0513      +0.0061
dup rate barrel                  0.0136       0.0097      +0.0038
dup rate transition              0.0219       0.0130      +0.0088
dup rate endcap                  0.0898       0.0846      +0.0052
fake rate (pt sums)              0.0482       0.0451      +0.0031
fake rate (pt>0.9)               0.0488       0.0455      +0.0033
fake rate barrel                 0.0586       0.0437      +0.0149
fake rate transition             0.0598       0.0459      +0.0139
fake rate endcap                 0.0406       0.0463      -0.0057
mean nhitOT                       6.481        6.514       -0.033
mean nhitOT barrel               10.243       10.151       +0.092
mean nhitOT transition           10.107       10.010       +0.098
mean nhitOT endcap                3.534        3.559       -0.025
n TC (fr denom)                  596841       610581       -13740
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/p24b_ref/bd_r80c0.json
