A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/dupcut/dc_t4_w030e_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3217       0.3264      -0.0047
eff overall (pt>0.9)             0.8004       0.8136      -0.0132
eff vxy [0,1)                    0.8331       0.8473      -0.0142
eff vxy [1,5)                    0.7802       0.7731      +0.0071
eff vxy [5,10)                   0.7114       0.6530      +0.0584
eff vxy [10,30)                  0.6928       0.6291      +0.0637
eff dxy [0,1)                    0.8267       0.8342      -0.0076
eff dxy [1,5)                    0.5365       0.4989      +0.0376
eff dxy [5,10)                   0.2386       0.2281      +0.0105
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9079       0.9242      -0.0163
eff transition 1.1-1.7           0.8578       0.8826      -0.0248
eff endcap >1.7                  0.7494       0.7556      -0.0062
dup rate (pt sums)               0.0592       0.0499      +0.0093
dup rate (pt>0.9)                0.0612       0.0513      +0.0099
dup rate barrel                  0.0124       0.0097      +0.0027
dup rate transition              0.0237       0.0130      +0.0107
dup rate endcap                  0.0973       0.0846      +0.0128
fake rate (pt sums)              0.0508       0.0451      +0.0057
fake rate (pt>0.9)               0.0525       0.0455      +0.0070
fake rate barrel                 0.0533       0.0437      +0.0096
fake rate transition             0.0741       0.0459      +0.0283
fake rate endcap                 0.0459       0.0463      -0.0004
mean nhitOT                       6.505        6.514       -0.009
mean nhitOT barrel               10.041       10.151       -0.110
mean nhitOT transition            9.983       10.010       -0.027
mean nhitOT endcap                3.663        3.559       +0.103
n TC (fr denom)                  614280       610581        +3699
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/dupcut/ab_t4_w030e.json
