A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/dupcut/dc_s3_w030_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3218       0.3264      -0.0046
eff overall (pt>0.9)             0.8006       0.8136      -0.0129
eff vxy [0,1)                    0.8334       0.8473      -0.0139
eff vxy [1,5)                    0.7809       0.7731      +0.0078
eff vxy [5,10)                   0.7129       0.6530      +0.0599
eff vxy [10,30)                  0.6936       0.6291      +0.0645
eff dxy [0,1)                    0.8270       0.8342      -0.0072
eff dxy [1,5)                    0.5365       0.4989      +0.0376
eff dxy [5,10)                   0.2386       0.2281      +0.0105
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9081       0.9242      -0.0161
eff transition 1.1-1.7           0.8586       0.8826      -0.0240
eff endcap >1.7                  0.7495       0.7556      -0.0061
dup rate (pt sums)               0.0600       0.0499      +0.0101
dup rate (pt>0.9)                0.0621       0.0513      +0.0108
dup rate barrel                  0.0135       0.0097      +0.0037
dup rate transition              0.0245       0.0130      +0.0115
dup rate endcap                  0.0984       0.0846      +0.0138
fake rate (pt sums)              0.0508       0.0451      +0.0057
fake rate (pt>0.9)               0.0526       0.0455      +0.0071
fake rate barrel                 0.0534       0.0437      +0.0097
fake rate transition             0.0741       0.0459      +0.0283
fake rate endcap                 0.0459       0.0463      -0.0004
mean nhitOT                       6.508        6.514       -0.006
mean nhitOT barrel               10.041       10.151       -0.110
mean nhitOT transition            9.983       10.010       -0.027
mean nhitOT endcap                3.667        3.559       +0.108
n TC (fr denom)                  614652       610581        +4071
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/dupcut/ab_s3_w030.json
