# events parsed=1000  completed=992  CRASHED=8 (0.8%)
# crashed event indices: 5 85 217 306 496 515 646 972

## per-stage ms/evt over the 992 completed events
stage         mean    median       p90       p99       max
Hits          1.18      1.17      1.45      1.65      1.85
MD            1.01      0.98      1.38      1.74      2.31
LS            3.20      2.94      5.07      7.70     10.81
T3           54.23     37.78    117.24    282.39    381.38
Graph      2934.40   1156.23   7277.52  25960.12  33382.59
pLS           0.40      0.33      0.77      1.40      2.59
Chain        19.30     10.24     43.44    135.53    313.69
TC            0.37      0.37      0.65      0.97      1.39
Reset        26.99     10.48     68.84    233.52    337.73
Total      3014.10   1213.42   7400.93  26459.61  33908.11

## graph size distribution (all events with a [CHAIN] line, crashers included)
nHits    mean         7818  median       7685  p90      11254  p99      13978  max      15721
nMDalloc mean         2565  median       2506  p90       3743  p99       4687  max       5519
mdUsed   mean          977  median        940  p90       1458  p99       1840  max       2210
nT3      mean        81663  median      58755  p90     175836  p99     397944  max     601655
E1       mean     18410974  median    6728747  p90   43482099  p99  175608057  max  382407452
E2       mean      1047708  median     536928  p90    2438586  p99    8134950  max   16522641
E        mean     19458682  median    7302680  p90   45606130  p99  184335732  max  398930093

## the 4 GiB ChainEdges wall (E > 204522252 rows)
#   events over the wall: 8 / 1000 (0.80%)
#   evt 972  nT3=601655   E1=382407452   E2=16522641  E=398930093   needs   8377.5 MB  OVER WALL / crash
#   evt 85   nT3=457806   E1=305912527   E2=9182795   E=315095322   needs   6617.0 MB  OVER WALL / crash
#   evt 646  nT3=475090   E1=293917028   E2=11581431  E=305498459   needs   6415.5 MB  OVER WALL / crash
#   evt 496  nT3=471250   E1=291824409   E2=12380364  E=304204773   needs   6388.3 MB  OVER WALL / crash
#   evt 217  nT3=440654   E1=236144098   E2=10147299  E=246291397   needs   5172.1 MB  OVER WALL / crash
#   evt 5    nT3=377082   E1=214163878   E2=7164830   E=221328708   needs   4647.9 MB  OVER WALL / crash
#   evt 306  nT3=476399   E1=210467457   E2=8967486   E=219434943   needs   4608.1 MB  OVER WALL / crash
#   evt 515  nT3=424028   E1=207137730   E2=9274888   E=216412618   needs   4544.7 MB  OVER WALL / crash
#   evt 776  nT3=451147   E1=183892458   E2=8465076   E=192357534   needs   4039.5 MB  
#   evt 42   nT3=373575   E1=181359773   E2=7177710   E=188537483   needs   3959.3 MB  
#   evt 744  nT3=453511   E1=175549959   E2=8743331   E=184293290   needs   3870.2 MB  
#   evt 725  nT3=392711   E1=174529531   E2=6121681   E=180651212   needs   3793.7 MB  

## E1 scaling law
#   mean-field prediction E1 ~ nT3^2 / nMDkeysUsed:
#     E1 / (nT3^2/K):  median 1.845  p10 1.237  p90 2.760   (1.0 = uniform degrees)
#   E1 = 4.822e-02 * nT3^1.709    (log-log R^2 = 0.965)
#   E1 = 4.657e+02 * nHits^1.063    (log-log R^2 = 0.052)
#   E1 = 3.131e+01 * nMDalloc^1.563    (log-log R^2 = 0.118)
#   E1 = 3.754 * (nT3^2/K)^0.952    (log-log R^2 = 0.964)

## Graph ms vs E (the chain block is edge-count bound)
#   Graph_ms = 0.1741 us/edge * E + -90.64 ms   (corr 0.9998)

## peak RSS
#   median 494 MB  p90 1226 MB  max 4293 MB

csv,evt,crash,nHits,nMDalloc,mdUsed,nT3,E1,E2,E,edgeMB,memMB,rssMB,T3ms,Graphms,Chainms,Totalms
csv,541,0,9859,3307,1351,103052,25897196,1564585,27461781,576.7,613.7,913.0,57.92,4582.32,30.50,4678.16
csv,542,0,6840,2033,721,33086,2242696,253881,2496577,52.4,69.4,394.3,23.25,383.92,3.75,416.22
csv,543,0,11465,3885,1122,68900,11928756,803950,12732706,267.4,293.1,608.6,36.86,2076.50,9.65,2129.84
csv,544,0,4229,1689,826,184233,54238287,3144542,57382829,1205.0,1260.3,1527.2,90.73,9833.93,37.43,9967.69
csv,545,0,6205,1949,815,85608,10898828,782799,11681627,245.3,287.3,592.5,76.58,1871.86,16.77,1970.44
csv,546,0,8954,2844,889,22226,1810040,191652,2001692,42.0,53.3,385.9,15.49,336.41,4.39,361.72
csv,547,0,10654,3972,1838,246104,56183521,3007309,59190830,1243.0,1361.8,1587.7,237.35,10063.65,82.23,10396.39
csv,548,0,11448,3471,1493,225530,63629808,3448716,67078524,1408.6,1504.0,1735.7,200.05,11960.51,154.18,12324.48
csv,549,0,7081,2206,553,15699,1084880,142831,1227711,25.8,33.4,366.9,7.60,192.63,3.02,207.28
csv,550,0,10496,3584,1020,102566,16120361,1419236,17539597,368.3,397.4,713.7,40.73,2851.24,20.91,2919.44
csv,551,0,15183,5012,1865,48907,4457899,354948,4812847,101.1,132.0,450.5,46.77,779.42,26.64,862.80
csv,552,0,7259,2805,999,254533,107565455,5353621,112919076,2371.3,2443.2,2658.3,131.99,19971.14,45.85,20155.42
csv,553,0,6497,2302,1219,66660,5998274,435236,6433510,135.1,170.8,486.8,58.41,994.07,12.70,1073.36
csv,554,0,10425,3024,789,7138,184717,15031,199748,4.2,10.7,345.2,6.92,32.10,1.95,46.17
csv,555,0,9254,2945,1072,44696,3233708,262759,3496467,73.4,95.4,421.0,33.57,534.42,4.06,578.01
csv,556,0,12095,3734,1189,36871,2099029,206367,2305396,48.4,70.9,397.3,32.88,361.22,14.23,416.22
csv,557,0,7827,2626,787,104318,18440113,1155760,19595873,411.5,453.8,753.0,78.43,3248.70,15.82,3348.41
csv,558,0,4099,1205,363,24345,1821069,235759,2056828,43.2,52.1,386.8,9.09,324.94,2.29,339.59
csv,559,0,11007,3601,1502,96968,14084147,843314,14927461,313.5,372.4,668.1,106.83,2492.93,29.55,2640.35
csv,560,0,3444,1250,619,21281,1238419,123888,1362307,28.6,39.8,373.3,13.83,211.13,3.30,231.79
csv,561,0,8682,3019,1192,193776,42284251,2418134,44702385,938.8,1051.2,1285.6,281.77,7574.64,73.85,7941.57
csv,562,0,6203,1955,730,13621,494506,63788,558294,11.7,20.4,352.3,9.33,87.33,1.68,102.55
csv,563,0,7402,2437,918,99423,13275098,1074917,14350015,301.4,334.6,646.8,55.09,2395.43,15.29,2470.82
csv,564,0,7389,2403,852,135726,21591995,1748209,23340204,490.1,532.1,834.8,67.68,3882.19,17.07,3973.26
csv,565,0,9574,3191,853,187923,79330089,3810234,83140323,1745.9,1808.5,2044.5,110.37,14279.83,47.02,14444.96
csv,566,0,3766,1297,550,18862,1389803,120138,1509941,31.7,42.0,371.6,13.64,229.74,7.03,254.08
csv,567,0,6920,2332,1082,98508,16448363,1189952,17638315,370.4,403.4,714.2,49.53,2878.54,17.06,2951.28
csv,568,0,8937,3582,1020,151820,27252885,1772301,29025186,609.5,668.3,957.2,97.05,4848.43,25.83,4980.75
csv,569,0,11679,3888,954,52235,4249204,398638,4647842,97.6,122.8,447.3,38.48,723.15,10.84,779.64
csv,570,0,9808,3091,1160,23838,1062129,128476,1190605,25.0,37.5,367.8,14.94,185.93,6.45,213.20
csv,571,0,8065,2431,865,83829,11329439,715210,12044649,252.9,290.8,601.0,73.17,1943.19,26.48,2048.83
csv,572,0,5286,1891,745,21887,1184313,134099,1318412,27.7,39.5,367.7,14.63,204.67,3.56,227.73
csv,573,0,6277,2059,914,263164,107473680,4912489,112386169,2360.1,2453.1,2651.2,209.10,19515.85,66.93,19799.26
csv,574,0,8714,2597,605,38496,3897726,355410,4253136,89.3,103.7,430.8,18.75,682.62,7.25,713.41
csv,575,0,9706,3168,1137,89141,10997793,902973,11900766,249.9,284.9,592.5,54.59,1889.91,21.88,1973.72
csv,576,0,6018,2320,1237,144388,33831542,1554402,35385944,743.1,826.3,1073.3,158.88,6089.63,36.64,6294.09
csv,577,0,3619,1055,332,9128,442792,64695,507487,10.7,15.7,337.0,3.84,77.06,1.52,85.23
csv,578,0,7187,2444,784,48144,6677783,401235,7079018,148.7,170.3,490.2,34.84,1143.81,4.83,1188.43
csv,579,0,3802,1446,848,165488,36304515,1937098,38241613,803.1,858.9,1143.6,99.80,6299.35,40.98,6446.07
csv,580,0,6749,2028,936,52927,4028377,305478,4333855,91.0,115.9,437.9,36.80,658.71,13.42,715.50
csv,581,0,11058,3637,1170,54758,6572985,469588,7042573,147.9,173.6,495.5,40.54,1109.84,9.15,1166.47
csv,582,0,11039,3808,1295,335999,121536383,4553206,126089589,2647.9,2775.2,2942.8,281.96,22097.63,79.85,22469.12
csv,583,0,13879,5235,1817,178363,36778268,1947749,38726017,813.2,896.2,1160.9,163.13,6580.00,63.27,6818.67
csv,584,0,9319,3230,1090,36020,2731978,287257,3019235,63.4,79.8,406.2,20.13,477.35,7.43,510.80
csv,585,0,8878,3145,1826,91974,9633797,660239,10294036,216.2,273.5,570.3,106.85,1674.28,37.22,1829.50
csv,586,0,8696,2673,923,107379,23805565,1646495,25452060,534.5,574.6,872.1,69.98,4279.71,31.79,4387.60
csv,587,0,9527,3159,1499,195215,38316364,3151036,41467400,870.8,946.7,1216.2,166.60,7024.60,55.63,7256.47
csv,588,0,6341,1952,808,53162,6911922,593983,7505905,157.6,178.9,500.7,29.21,1214.05,8.96,1257.17
csv,589,0,3744,1253,719,48190,6475047,478346,6953393,146.0,165.4,489.2,30.37,1114.10,5.85,1154.65
csv,590,0,6632,1930,585,18574,967165,129692,1096857,23.0,32.9,363.6,11.38,169.56,2.70,187.87
csv,591,0,7323,2079,674,24449,1347621,146126,1493747,31.4,44.8,373.4,18.20,234.94,3.29,261.31
csv,592,0,11346,3750,1654,93116,14714580,1026783,15741363,330.6,363.0,676.3,51.72,2563.73,16.61,2639.49
csv,593,0,11166,3251,1523,73127,13641914,915523,14557437,305.7,335.2,649.2,45.61,2361.74,24.46,2439.91
csv,594,0,5885,1690,558,13669,1051564,90284,1141848,24.0,31.8,367.2,8.76,169.81,1.58,183.92
csv,595,0,5550,1965,1038,43074,3479274,282039,3761313,79.0,103.1,425.1,38.81,602.27,10.34,657.08
csv,596,0,7212,2705,1331,36117,1793439,203123,1996562,41.9,64.7,387.2,32.69,315.43,8.40,363.76
csv,597,0,10920,3741,1214,48456,5742643,450689,6193332,130.1,152.2,475.8,31.16,974.07,10.33,1021.85
csv,598,0,11603,3880,1242,62592,10737372,721811,11459183,240.6,269.1,584.3,41.89,1872.90,23.62,1946.39
csv,599,0,5984,1914,694,19246,585499,96614,682113,14.3,26.2,356.8,14.61,110.33,3.15,132.38
csv,600,0,12448,3818,1314,14240,250033,54023,304056,6.4,16.2,348.2,10.48,52.65,5.51,75.51
csv,601,0,5134,1384,382,6156,176890,34370,211260,4.4,9.0,344.4,3.17,34.80,1.73,43.08
csv,602,0,5735,1931,1124,161131,40080971,2310169,42391140,890.2,945.5,1222.7,97.07,7279.43,19.73,7403.15
csv,603,0,5129,1752,629,11133,313487,49080,362567,7.6,15.1,349.6,8.50,57.55,6.83,76.95
csv,604,0,7200,2222,888,58268,11319804,686473,12006277,252.1,271.5,592.8,29.95,1970.63,7.29,2012.22
csv,605,0,7110,2182,1151,25542,1530071,168858,1698929,35.7,47.6,378.9,13.34,262.37,4.45,285.67
csv,606,0,6154,1905,1048,145689,35632829,2244053,37876882,795.4,840.3,1129.6,67.87,6568.97,26.62,6670.01
csv,607,0,7833,2480,1451,94849,10560384,984763,11545147,242.4,278.4,593.8,52.97,1862.97,28.82,1952.48
csv,608,0,8341,2631,1071,48283,4950446,348466,5298912,111.3,134.3,457.7,36.00,838.18,26.64,907.97
csv,609,0,9043,2993,817,47345,4898235,441064,5339299,112.1,132.9,453.8,29.74,846.76,5.96,888.30
csv,610,0,6084,1697,612,88116,19093604,1201026,20294630,426.2,451.4,756.7,35.89,3319.27,16.17,3375.79
csv,611,0,8884,2769,1179,181794,56703750,2799640,59503390,1249.6,1326.5,1570.7,158.11,10241.88,59.28,10467.54
csv,612,0,8137,2418,1107,72222,8718101,660920,9379021,197.0,227.3,543.3,47.28,1471.79,12.44,1537.57
csv,613,0,12027,4206,1057,27954,1881870,191255,2073125,43.5,60.1,387.9,23.08,330.89,5.79,367.35
csv,614,0,4862,1361,719,58004,11542816,678047,12220863,256.6,278.4,595.3,35.89,2006.49,10.03,2056.89
csv,615,0,8956,3257,1200,137831,27597560,1945410,29542970,620.4,666.8,963.2,76.32,4932.75,36.55,5053.52
csv,616,0,12735,4686,1754,114627,20669678,1372124,22041802,462.9,508.0,807.9,77.25,3674.97,31.56,3795.31
csv,617,0,11796,4289,1185,309823,116994630,5736725,122731355,2577.4,2681.5,2867.3,197.85,21297.19,121.92,21626.94
csv,618,0,7759,2273,975,49649,6334560,500246,6834806,143.5,162.5,487.6,25.71,1098.62,4.71,1134.23
csv,619,0,8471,2592,434,14069,929367,94407,1023774,21.5,28.7,361.7,6.90,158.72,1.97,171.89
csv,620,0,10068,3486,1370,38453,2654013,259493,2913506,61.2,80.1,408.4,25.96,452.80,4.58,491.37
csv,621,0,8025,2496,699,32998,2108648,244079,2352727,49.4,62.7,391.8,15.40,358.79,5.77,385.13
csv,622,0,6250,2115,933,78735,9494168,844588,10338756,217.1,247.5,569.6,48.07,1700.87,16.50,1770.97
csv,623,0,8980,2943,1211,145079,28428806,1857396,30286202,636.0,694.5,980.8,110.37,5081.05,45.79,5246.54
csv,624,0,6640,2046,871,21809,609718,108573,718291,15.1,27.2,359.3,16.30,113.90,3.34,138.52
csv,625,0,5369,2080,1220,93453,13694641,801219,14495860,304.4,352.9,652.9,89.28,2349.78,29.75,2476.04
csv,626,0,11430,3516,1380,12720,372677,57492,430169,9.0,18.2,350.3,9.94,69.88,4.81,91.00
csv,627,0,5358,1619,498,39417,3573398,370182,3943580,82.8,96.7,424.5,17.34,629.09,5.43,655.85
csv,628,0,10257,3889,1373,65762,6734221,639114,7373335,154.8,183.1,503.8,41.52,1203.53,12.83,1265.77
csv,629,0,4215,1295,605,38718,4889719,472905,5362624,112.6,126.6,454.1,17.88,848.21,4.23,874.34
csv,630,0,7137,2572,560,68065,7302142,568074,7870216,165.3,186.5,511.0,33.28,1303.75,4.52,1346.32
csv,631,0,5579,1462,345,4106,108687,20967,129654,2.7,6.7,339.0,2.19,21.32,1.12,27.85
csv,632,0,5369,1633,785,118293,35719965,1706674,37426639,786.0,829.4,1113.3,77.55,6240.10,54.19,6376.93
csv,633,0,4906,1724,691,23815,2145553,159893,2305446,48.4,60.8,388.8,15.96,346.00,3.42,369.69
csv,634,0,5455,1628,712,29804,966436,191100,1157536,24.3,38.7,369.3,19.41,187.90,4.56,216.33
csv,635,0,11546,3558,1762,43909,3338808,286043,3624851,76.1,102.9,423.3,40.96,584.87,16.48,651.55
csv,636,0,7414,2673,1311,54919,3101822,317461,3419283,71.8,102.2,424.7,49.68,544.46,18.55,620.65
csv,637,0,9017,2563,672,36232,4391441,323726,4715167,99.0,115.0,438.6,23.67,715.59,3.93,748.09
csv,638,0,10444,3573,1151,66491,7882234,679662,8561896,179.8,206.5,529.8,41.87,1368.58,11.05,1428.62
csv,639,0,6903,2147,933,49485,6805916,508259,7314175,153.6,174.3,495.3,30.44,1207.34,8.48,1251.25
csv,640,0,8006,2574,965,19891,1606767,147690,1754457,36.8,48.2,378.3,14.00,274.99,5.27,299.36
csv,641,0,7968,2195,657,18507,640991,117114,758105,15.9,24.7,356.4,9.68,122.54,3.93,140.54
csv,642,0,9234,2720,1080,81294,13212888,645372,13858260,291.0,333.9,636.3,98.52,2217.59,34.10,2357.74
csv,643,0,7775,2713,910,182676,48678518,2329719,51008237,1071.2,1143.4,1402.4,159.22,8676.91,87.13,8929.95
csv,644,0,6726,2545,743,95575,16718675,1223785,17942460,376.8,408.2,710.6,50.93,3019.78,25.30,3101.62
csv,645,0,9137,3137,1143,77952,9935278,778269,10713547,225.0,256.6,560.6,53.45,1974.29,13.67,2047.29
csv,646,1,6899,2694,1170,475090,293917028,11581431,305498459,2120.5,0.0,579.3,0.00,0.00,0.00,0.00
csv,647,0,9921,3536,1627,170322,42033596,2175916,44209512,928.4,981.5,1262.0,98.10,7435.27,28.92,7571.84
csv,648,0,8389,2515,952,14938,497346,56415,553761,11.6,23.9,354.6,16.01,89.24,7.39,118.70
csv,649,0,9174,3036,1479,52033,3382832,316383,3699215,77.7,103.4,427.7,37.25,578.79,8.73,633.04
csv,650,0,6838,1966,672,17735,760067,85587,845654,17.8,29.1,360.3,15.23,132.18,2.43,154.25
csv,651,0,8283,2833,1166,32045,1839982,175955,2015937,42.3,63.3,388.8,29.75,311.90,6.15,354.00
csv,652,0,3663,1089,338,8961,470861,63967,534828,11.2,16.2,348.4,3.84,83.57,2.51,92.76
csv,653,0,12165,4266,1025,106143,24266276,1329186,25595462,537.5,572.7,874.7,58.49,4241.61,43.95,4351.35
csv,654,0,10385,3562,1433,203313,56094193,3113979,59208172,1243.4,1312.3,1573.2,116.59,10150.64,62.47,10340.14
csv,655,0,3922,1166,544,12867,541237,75195,616432,12.9,21.0,351.7,8.98,96.40,2.85,111.86
csv,656,0,7139,2234,574,41996,5482381,459246,5941627,124.8,138.7,466.4,17.33,964.77,5.94,992.57
csv,657,0,5890,2009,584,47808,7192823,539768,7732591,162.4,179.4,502.7,23.22,1213.31,5.08,1245.37
csv,658,0,9718,2953,1151,88733,21723873,1306753,23030626,483.6,511.8,821.2,42.07,3792.12,14.09,3854.37
csv,659,0,10414,3559,1414,64612,5799783,407587,6207370,130.4,163.6,483.2,50.48,949.38,8.27,1017.00
csv,660,0,7451,2069,592,13773,566463,86902,653365,13.7,20.8,353.2,6.35,102.63,2.26,115.29
csv,661,0,10308,2929,1176,259052,110264953,4501357,114766310,2410.1,2494.0,2696.0,166.12,20099.60,69.93,20343.65
csv,662,0,6161,2336,902,53499,6585542,589133,7174675,150.7,171.2,493.8,28.98,1138.98,6.99,1180.57
csv,663,0,7897,2549,1154,65615,10833222,730039,11563261,242.8,277.5,585.3,59.19,1878.06,12.26,1955.71
csv,664,0,7300,2517,1145,22843,583974,93115,677089,14.2,33.7,358.8,30.12,109.67,3.16,149.05
csv,665,0,9428,2998,1166,35909,1647579,186957,1834536,38.5,58.0,386.1,28.09,291.68,5.62,331.87
csv,666,0,8832,3273,916,106532,18517358,1105783,19623141,412.1,454.3,757.3,76.10,3181.07,33.32,3297.48
csv,667,0,4615,1849,940,177396,45087910,2526845,47614755,999.9,1054.9,1330.7,96.16,8124.06,27.71,8254.05
csv,668,0,11266,3645,1384,170168,46408900,2119302,48528202,1019.1,1090.2,1348.8,140.36,8436.97,40.21,8625.88
csv,669,0,3652,1246,545,60080,10047130,748469,10795599,226.7,248.1,567.3,31.43,1737.13,6.31,1778.37
csv,670,0,11066,3678,1336,66559,11488261,885557,12373818,259.9,286.0,604.7,38.57,2008.56,14.00,2068.72
csv,671,0,9383,3072,1158,41153,3393323,312129,3705452,77.8,104.2,427.9,41.24,586.73,7.11,642.28
csv,672,0,5966,2008,721,33770,2687890,248734,2936624,61.7,76.3,403.8,20.21,481.33,6.63,513.03
csv,673,0,7467,2504,812,33575,1633657,232507,1866164,39.2,53.5,382.9,15.84,291.10,5.54,317.60
csv,674,0,7973,2700,1416,342685,106468480,5755099,112223579,2356.7,2478.6,2665.0,230.18,19688.92,133.35,20061.23
csv,675,0,7267,2573,1160,44627,2861946,241395,3103341,65.2,92.4,414.6,41.54,479.28,12.96,540.76
csv,676,0,10251,3360,1441,72980,5389677,515323,5905000,124.0,161.8,476.0,68.35,930.37,23.83,1030.46
csv,677,0,12912,4287,1307,54643,7178305,638134,7816439,164.1,183.8,500.1,25.29,1247.20,10.35,1290.27
csv,678,0,9185,2642,877,81327,18892990,1252902,20145892,423.1,446.9,750.3,31.93,3306.71,18.21,3362.36
csv,679,0,8246,2332,984,11089,383878,57952,441830,9.3,16.4,339.8,6.51,73.05,2.59,86.93
csv,680,0,11377,3566,1327,199321,56655285,3190027,59845312,1256.8,1326.5,1583.2,131.46,10447.82,44.33,10633.32
csv,681,0,7525,2264,685,36823,3430644,272778,3703422,77.8,95.0,419.4,30.51,598.43,7.13,641.17
csv,682,0,8132,2753,1284,32162,1166836,153314,1320150,27.7,46.7,373.8,26.51,210.85,5.69,249.85
csv,683,0,13145,4143,1924,176511,26759192,1644551,28403743,596.5,687.2,957.2,196.70,4620.98,131.02,4962.66
csv,684,0,4518,1571,737,104724,28151086,1395917,29547003,620.5,659.9,953.3,65.15,4921.55,18.59,5009.96
csv,685,0,10692,3780,1464,148450,22229579,1439773,23669352,497.1,571.4,850.7,150.15,3949.33,46.28,4155.41
csv,686,0,2243,586,228,8224,372255,53037,425292,8.9,13.5,348.6,3.21,66.55,0.82,73.09
csv,687,0,6018,1802,720,67819,6365465,676316,7041781,147.9,174.9,493.8,45.51,1145.93,4.93,1201.02
csv,688,0,8324,2481,587,34349,2876983,334970,3211953,67.5,79.5,409.8,13.56,500.75,2.80,521.56
csv,689,0,11772,3688,1355,96174,10330829,819953,11150782,234.2,277.4,588.6,72.18,1814.11,17.01,1911.85
csv,690,0,6226,1902,543,12552,620285,84807,705092,14.8,22.9,354.6,8.42,108.08,3.34,123.77
csv,691,0,12583,4774,1585,286532,101093937,5034936,106128873,2228.7,2332.5,2529.8,185.93,18666.73,66.70,18929.64
csv,692,0,9251,3411,1402,113282,25116160,1372544,26488704,556.3,599.2,897.5,74.16,4370.74,28.49,4481.48
csv,693,0,12351,4221,1641,76205,9188640,635548,9824188,206.3,249.0,560.0,74.10,1592.16,33.94,1710.68
csv,694,0,9111,2756,927,91299,18310552,1139054,19449606,408.4,444.7,749.3,66.25,3266.52,18.21,3357.32
csv,695,0,5462,1675,623,27122,2969526,236611,3206137,67.3,79.5,406.7,15.74,499.26,4.96,523.98
csv,696,0,4569,1404,604,8050,246295,41112,287407,6.0,12.3,343.3,6.22,47.22,2.23,59.42
csv,697,0,9401,2878,1003,79215,8582582,821130,9403712,197.5,227.1,547.1,48.44,1516.17,24.62,1595.15
csv,698,0,6778,1984,594,24989,1431340,169144,1600484,33.6,46.4,378.4,16.57,248.08,3.44,272.26
csv,699,0,4697,1774,634,50282,5507743,465230,5972973,125.4,144.1,466.9,27.30,970.99,7.18,1010.05
csv,700,0,5385,1538,815,49122,5220272,456184,5676456,119.2,139.1,463.9,29.44,912.25,8.67,955.38
csv,701,0,7388,2205,948,120310,38551804,2027255,40579059,852.2,891.1,1178.1,65.53,7137.11,32.03,7239.91
csv,702,0,8828,2562,836,93470,24408813,1164591,25573404,537.0,574.4,871.8,68.64,4203.97,33.75,4312.09
csv,703,0,9830,3275,1649,130080,26575404,1590803,28166207,591.5,640.5,934.3,82.52,4708.93,37.04,4836.31
csv,704,0,6906,2148,726,25795,2380555,224288,2604843,54.7,66.3,394.5,16.72,411.25,3.75,436.20
csv,705,0,8045,2507,890,85920,15991805,1139354,17131159,359.8,386.7,700.8,38.91,2822.85,9.56,2876.65
csv,706,0,8297,2491,903,27138,577984,172512,750496,15.8,31.3,361.7,20.37,122.43,5.08,153.43
csv,707,0,6134,2131,1062,60808,5802376,564576,6366952,133.7,161.1,481.8,42.80,1011.83,9.17,1069.52
csv,708,0,6715,2176,796,46407,5568942,475810,6044752,126.9,142.8,468.3,21.68,971.85,7.29,1005.82
csv,709,0,10125,3666,1498,133040,34239339,1706101,35945440,754.9,807.3,1091.0,92.97,5975.52,36.38,6113.59
csv,710,0,10075,3093,927,14333,711911,87283,799194,16.8,25.4,358.1,8.61,124.42,4.18,142.94
csv,711,0,7743,2554,906,237283,109628413,5329142,114957555,2414.1,2477.0,2682.4,109.48,19959.99,37.62,20113.23
csv,712,0,5472,1642,629,62385,8094395,699845,8794240,184.7,205.6,521.1,28.07,1380.36,5.92,1419.36
csv,713,0,7296,2168,721,75513,11008086,816143,11824229,248.3,280.8,581.8,51.38,1962.49,8.72,2027.92
csv,714,0,4930,1483,635,50409,6872126,457112,7329238,153.9,179.1,496.7,40.81,1144.94,5.30,1195.71
csv,715,0,8911,2932,952,101591,15602538,985259,16587797,348.3,389.8,697.0,74.37,2673.47,23.21,2777.62
csv,716,0,15202,4613,1136,82128,14808843,1025488,15834331,332.5,361.8,674.6,47.07,2601.69,15.08,2672.24
csv,717,0,7380,2345,930,77806,15862803,1047688,16910491,355.1,380.6,692.9,39.10,2796.55,19.04,2859.82
csv,718,0,5112,1627,604,26678,2544112,239557,2783669,58.5,69.7,402.7,13.40,434.70,3.12,454.78
csv,719,0,3116,1133,441,10654,483762,68645,552407,11.6,17.3,350.6,5.25,88.24,1.51,98.34
csv,720,0,5224,1805,575,54652,4154035,543130,4697165,98.6,117.0,445.7,22.96,722.71,4.89,755.07
csv,721,0,11356,3209,1148,11073,354461,47773,402234,8.4,16.9,348.3,10.48,66.91,2.25,85.62
csv,722,0,9729,3227,1209,23181,917449,116964,1034413,21.7,38.1,369.2,22.02,166.15,8.88,204.84
csv,723,0,5053,1633,728,90121,19265811,1101723,20367534,427.7,466.8,768.0,68.84,3365.40,35.97,3475.20
csv,724,0,12869,3895,1611,57306,5403534,422256,5825790,122.3,150.7,470.7,43.71,912.56,11.56,976.70
csv,725,0,11223,3437,1515,392711,174529531,6121681,180651212,3793.7,3952.4,4048.1,381.38,31244.89,144.44,31781.78
csv,726,0,11318,3880,1085,60270,10056164,757856,10814020,227.1,247.3,569.9,28.62,1802.42,9.92,1847.27
csv,727,0,9857,3533,1456,53332,3809868,436071,4245939,89.2,112.5,438.3,32.12,687.33,12.02,738.44
csv,728,0,7485,2424,1189,86970,14104847,812804,14917651,313.3,353.8,660.2,70.01,2381.32,13.15,2471.28
csv,729,0,9249,2765,1023,84830,8098130,895500,8993630,188.9,224.2,539.2,61.01,1491.91,15.51,1575.02
csv,730,0,9435,2992,1311,81269,10904689,676110,11580799,243.2,292.1,591.7,85.52,1916.85,21.70,2032.99
csv,731,0,6412,1983,654,25728,1941805,185329,2127134,44.7,56.0,386.1,13.77,347.14,4.15,369.44
csv,732,0,5343,1442,593,62857,9990217,693994,10684211,224.4,246.8,565.8,35.66,1739.51,12.82,1792.49
csv,733,0,6972,2045,765,18261,1635270,164311,1799581,37.8,45.9,377.5,7.69,269.38,3.71,285.15
csv,734,0,8601,2988,1233,48979,5897854,349552,6247406,131.2,157.0,474.7,48.17,979.81,6.71,1040.99
csv,735,0,9292,2994,1122,59988,6888895,637926,7526821,158.1,181.0,502.7,32.09,1234.62,13.63,1286.38
csv,736,0,11424,3585,1613,184630,48303411,2307983,50611394,1062.8,1139.0,1398.1,144.31,8701.90,66.54,8923.14
csv,737,0,11568,4211,1691,132593,40907794,1879299,42787093,898.5,948.4,1228.7,83.78,7260.34,26.94,7380.91
csv,738,0,8853,2889,1278,55528,4710609,477161,5187770,108.9,132.1,460.8,38.23,817.02,69.75,932.12
csv,739,0,6022,1748,846,68978,8650397,694387,9344784,196.2,223.7,542.9,43.42,1534.49,12.46,1595.30
csv,740,0,8710,3180,1471,32071,2626840,237072,2863912,60.1,75.4,405.7,20.78,475.63,8.16,510.77
csv,741,0,10149,3046,734,85828,11645313,1008501,12653814,265.7,295.4,610.7,45.58,2101.22,11.81,2164.55
csv,742,0,10731,2788,992,19240,883208,104089,987297,20.7,32.2,365.6,14.33,153.97,3.67,177.50
csv,743,0,6818,2217,1000,72752,8422215,732945,9155160,192.3,218.8,531.7,45.66,1548.70,13.33,1612.51
csv,744,0,12617,4373,1384,453511,175549959,8743331,184293290,3870.2,4014.4,4127.6,295.53,32005.79,64.90,32376.88
csv,745,0,3231,1203,513,47244,3498963,379460,3878423,81.4,102.5,420.7,31.32,632.86,4.25,672.38
csv,746,0,6216,2124,978,101500,27854560,1540401,29394961,617.3,646.1,936.5,47.51,4914.16,10.62,4977.07
csv,747,0,7778,2556,948,47949,4925134,424272,5349406,112.3,138.0,449.3,36.35,840.31,7.34,889.73
csv,748,0,4917,1300,489,9892,386863,51176,438039,9.2,15.3,348.2,5.50,68.55,1.50,79.02
