# events parsed=1000  completed=992  CRASHED=8 (0.8%)
# crashed event indices: 5 85 217 306 496 515 646 972

## per-stage ms/evt over the 992 completed events
stage         mean    median       p90       p99       max
Hits          1.18      1.17      1.45      1.65      1.85
MD            1.01      0.98      1.38      1.74      2.31
LS            3.20      2.94      5.07      7.70     10.81
T3           54.23     37.78    117.24    282.39    381.38
Graph      2934.40   1156.23   7277.52  25960.12  33382.59
pLS           0.40      0.33      0.77      1.40      2.59
Chain        19.30     10.24     43.44    135.53    313.69
TC            0.37      0.37      0.65      0.97      1.39
Reset        26.99     10.48     68.84    233.52    337.73
Total      3014.10   1213.42   7400.93  26459.61  33908.11

## graph size distribution (all events with a [CHAIN] line, crashers included)
nHits    mean         7818  median       7685  p90      11254  p99      13978  max      15721
nMDalloc mean         2565  median       2506  p90       3743  p99       4687  max       5519
mdUsed   mean          977  median        940  p90       1458  p99       1840  max       2210
nT3      mean        81663  median      58755  p90     175836  p99     397944  max     601655
E1       mean     18410974  median    6728747  p90   43482099  p99  175608057  max  382407452
E2       mean      1047708  median     536928  p90    2438586  p99    8134950  max   16522641
E        mean     19458682  median    7302680  p90   45606130  p99  184335732  max  398930093

## the 4 GiB ChainEdges wall (E > 204522252 rows)
#   events over the wall: 8 / 1000 (0.80%)
#   evt 972  nT3=601655   E1=382407452   E2=16522641  E=398930093   needs   8377.5 MB  OVER WALL / crash
#   evt 85   nT3=457806   E1=305912527   E2=9182795   E=315095322   needs   6617.0 MB  OVER WALL / crash
#   evt 646  nT3=475090   E1=293917028   E2=11581431  E=305498459   needs   6415.5 MB  OVER WALL / crash
#   evt 496  nT3=471250   E1=291824409   E2=12380364  E=304204773   needs   6388.3 MB  OVER WALL / crash
#   evt 217  nT3=440654   E1=236144098   E2=10147299  E=246291397   needs   5172.1 MB  OVER WALL / crash
#   evt 5    nT3=377082   E1=214163878   E2=7164830   E=221328708   needs   4647.9 MB  OVER WALL / crash
#   evt 306  nT3=476399   E1=210467457   E2=8967486   E=219434943   needs   4608.1 MB  OVER WALL / crash
#   evt 515  nT3=424028   E1=207137730   E2=9274888   E=216412618   needs   4544.7 MB  OVER WALL / crash
#   evt 776  nT3=451147   E1=183892458   E2=8465076   E=192357534   needs   4039.5 MB  
#   evt 42   nT3=373575   E1=181359773   E2=7177710   E=188537483   needs   3959.3 MB  
#   evt 744  nT3=453511   E1=175549959   E2=8743331   E=184293290   needs   3870.2 MB  
#   evt 725  nT3=392711   E1=174529531   E2=6121681   E=180651212   needs   3793.7 MB  

## E1 scaling law
#   mean-field prediction E1 ~ nT3^2 / nMDkeysUsed:
#     E1 / (nT3^2/K):  median 1.845  p10 1.237  p90 2.760   (1.0 = uniform degrees)
#   E1 = 4.822e-02 * nT3^1.709    (log-log R^2 = 0.965)
#   E1 = 4.657e+02 * nHits^1.063    (log-log R^2 = 0.052)
#   E1 = 3.131e+01 * nMDalloc^1.563    (log-log R^2 = 0.118)
#   E1 = 3.754 * (nT3^2/K)^0.952    (log-log R^2 = 0.964)

## Graph ms vs E (the chain block is edge-count bound)
#   Graph_ms = 0.1741 us/edge * E + -90.64 ms   (corr 0.9998)

## peak RSS
#   median 494 MB  p90 1226 MB  max 4293 MB

csv,evt,crash,nHits,nMDalloc,mdUsed,nT3,E1,E2,E,edgeMB,memMB,rssMB,T3ms,Graphms,Chainms,Totalms
csv,123,0,8510,2769,981,34610,2956069,289410,3245479,68.2,86.1,412.7,26.61,517.18,4.34,553.91
csv,124,0,7516,2263,757,36509,2812810,272037,3084847,64.8,82.2,409.7,23.51,489.69,5.31,524.10
csv,125,0,3410,1392,798,103456,13604348,968493,14572841,306.0,355.6,656.7,83.25,2311.48,19.11,2419.19
csv,126,0,7445,2712,1431,171254,52917977,2525321,55443298,1164.3,1233.9,1490.4,118.19,9637.25,63.82,9827.92
csv,127,0,6739,2457,1038,56029,6084006,454044,6538050,137.3,163.6,484.7,37.93,1007.87,16.84,1069.03
csv,128,0,6264,2112,1164,107172,16076174,1035678,17111852,359.3,399.3,706.4,71.56,2776.53,15.63,2870.17
csv,129,0,6153,2114,985,229123,50129815,3245119,53374934,1120.9,1190.8,1455.7,124.01,9331.83,38.00,9500.06
csv,130,0,8280,2868,1274,133965,35685279,1941669,37626948,790.2,837.9,1121.7,81.38,6296.72,34.97,6421.05
csv,131,0,4610,1506,740,14468,403257,59268,462525,9.7,20.2,351.2,12.99,75.35,2.43,95.56
csv,132,0,9137,3019,863,22865,1413425,166406,1579831,33.2,44.9,376.3,13.94,252.68,5.28,277.17
csv,133,0,5511,1849,842,70118,7710776,672550,8383326,176.0,207.2,523.8,45.44,1379.80,21.32,1451.79
csv,134,0,8564,3324,1185,117980,23987936,1476609,25464545,534.8,584.4,875.9,86.32,4284.53,29.26,4407.91
csv,135,0,6272,1838,598,17041,772937,93874,866811,18.2,27.3,358.7,10.74,138.60,3.11,156.51
csv,136,0,4606,1765,678,21609,1405813,162948,1568761,32.9,43.8,372.2,12.31,240.18,5.24,261.73
csv,137,0,4280,1445,672,32687,4183796,379645,4563441,95.8,109.5,436.8,17.71,727.44,5.50,754.55
csv,138,0,6373,2077,764,137466,38164116,2163206,40327322,846.9,894.1,1177.0,86.18,6802.41,17.13,6911.63
csv,139,0,7935,2539,1134,82949,12052151,900939,12953090,272.0,304.5,617.1,51.66,2146.89,16.30,2221.56
csv,140,0,11332,3384,1442,48106,5360727,370433,5731160,120.4,140.9,464.2,28.24,916.53,6.66,958.87
csv,141,0,4866,1935,1051,197579,38883159,2572951,41456110,870.6,943.6,1214.5,132.77,6975.11,49.70,7164.85
csv,142,0,11381,4029,1074,138256,54437209,2829968,57267177,1202.6,1237.5,1512.5,55.23,9895.15,33.99,9990.85
csv,143,0,12054,3878,1078,91609,10001810,807812,10809622,227.0,275.7,579.3,82.33,1762.54,17.95,1870.76
csv,144,0,8376,2919,1339,60296,6186554,534240,6720794,141.1,168.1,490.5,37.72,1066.91,12.26,1124.01
csv,145,0,9198,2864,1252,56395,3519445,364204,3883649,81.6,106.6,431.2,37.15,616.73,8.34,668.41
csv,146,0,6020,1603,613,41243,4281976,438009,4719985,99.1,113.5,442.5,16.66,743.30,3.72,767.81
csv,147,0,7546,2963,1152,238471,92491575,4249477,96741052,2031.6,2123.5,2332.1,178.10,16843.32,80.34,17110.06
csv,148,0,4632,1370,419,3941,81363,17772,99135,2.1,5.9,338.3,2.18,16.84,1.25,23.53
csv,149,0,8982,2914,1021,58721,7229357,507733,7737090,162.5,191.7,510.2,46.02,1275.81,10.30,1338.14
csv,150,0,6025,1765,753,20786,1187944,110076,1298020,27.3,41.5,367.8,19.00,198.50,3.93,226.36
csv,151,0,6410,2094,682,25319,1636299,171317,1807616,38.0,51.1,378.4,16.69,275.76,7.55,304.84
csv,152,0,4723,1855,1045,97455,15816949,1336789,17153738,360.2,394.6,704.2,55.76,2790.36,16.54,2868.97
csv,153,0,8984,2821,937,196956,49687257,2864986,52552243,1103.6,1164.3,1434.3,109.46,8979.01,55.77,9151.12
csv,154,0,4888,1448,483,14745,736699,100814,837513,17.6,24.9,360.1,7.17,131.58,2.07,144.35
csv,155,0,8675,3082,1034,139535,31986941,1987288,33974229,713.5,762.8,1050.3,88.13,5658.41,25.29,5778.42
csv,156,0,2217,781,305,15230,942661,103271,1045932,22.0,29.8,363.7,8.00,156.55,1.54,168.89
csv,157,0,6026,2060,722,13814,632620,79575,712195,15.0,23.3,353.0,8.97,111.34,3.05,127.37
csv,158,0,11863,3877,1584,45921,2771261,278244,3049505,64.0,90.3,413.0,39.93,492.83,11.12,552.33
csv,159,0,2919,1112,610,135794,38369916,1958135,40328051,846.9,893.0,1174.7,87.20,6797.92,24.85,6915.03
csv,160,0,9309,3159,1433,129662,23947906,1446481,25394387,533.3,587.9,880.4,101.21,4103.95,29.73,4244.74
csv,161,0,8423,3219,1539,65669,5002833,376148,5378981,113.0,156.2,464.9,77.34,842.76,20.21,949.54
csv,162,0,2215,658,308,3267,65186,14223,79409,1.7,5.2,338.6,2.26,13.52,1.17,19.74
csv,163,0,7370,2125,828,20235,987498,132754,1120252,23.5,33.1,362.8,10.20,176.90,3.66,195.20
csv,164,0,4241,1378,681,63243,7365985,662014,8027999,168.6,190.2,509.9,30.70,1304.93,6.83,1346.25
csv,165,0,4480,1454,533,57382,6761955,662689,7424644,155.9,175.4,497.5,27.52,1180.12,4.88,1216.69
csv,166,0,11916,4003,1477,45466,3888772,299327,4188099,88.0,115.7,434.3,42.33,679.76,17.70,749.40
csv,167,0,8235,2619,1270,54736,5137124,476402,5613526,117.9,145.4,463.8,45.98,931.81,10.05,994.55
csv,168,0,9531,2931,969,38222,2051074,267220,2318294,48.7,71.9,395.0,42.50,364.46,10.30,424.42
csv,169,0,8214,3015,1015,28451,2141418,213443,2354861,49.5,65.0,391.7,19.76,355.56,5.71,387.36
csv,170,0,7752,2558,1090,167842,30961064,2064872,33025936,693.5,757.4,1037.6,118.82,5613.29,22.59,5762.12
csv,171,0,8259,2445,753,34667,3068895,334615,3403510,71.5,86.7,415.0,19.05,515.77,5.95,545.52
csv,172,0,10153,3565,1398,102962,13549571,855161,14404732,302.5,356.3,657.7,99.32,2270.66,24.25,2403.26
csv,173,0,8612,3173,955,53428,5102424,483626,5586050,117.3,139.3,466.3,30.27,903.96,11.69,952.24
csv,174,0,4021,1522,815,111933,29549908,1762576,31312484,657.6,697.1,991.1,67.01,5206.34,43.45,5322.01
csv,175,0,7235,2038,685,6697,188555,37795,226350,4.8,9.5,342.5,3.20,38.12,3.64,49.12
csv,176,0,11856,3618,1496,66580,11850235,626769,12477004,262.0,289.7,610.7,47.26,2031.31,166.26,2253.31
csv,177,0,7064,2108,846,24971,1083906,128343,1212249,25.5,38.3,370.0,16.23,185.47,5.50,211.99
csv,178,0,14184,5090,1412,75190,7811963,634350,8446313,177.4,207.3,526.8,43.51,1333.31,17.65,1403.87
csv,179,0,6147,2081,622,35914,2332784,230643,2563427,53.8,70.0,399.2,20.99,390.56,3.64,419.92
csv,180,0,10455,3302,1126,23447,804437,120063,924500,19.4,32.0,364.0,15.72,147.49,4.80,174.43
csv,181,0,7751,2679,596,11880,508357,75194,583551,12.3,19.8,352.8,8.15,90.50,4.64,108.33
csv,182,0,6036,1789,712,18970,770285,104297,874582,18.4,28.4,358.2,11.63,142.13,4.26,162.52
csv,183,0,6736,2314,689,57743,6300524,500141,6800665,142.8,164.8,488.4,32.19,1044.09,10.43,1092.20
csv,184,0,9886,3637,945,145084,45238262,2299582,47537844,998.3,1055.8,1324.0,109.42,8127.30,35.32,8279.73
csv,185,0,12577,4260,1360,145379,29088867,1810975,30899842,648.9,710.9,994.7,110.59,5184.80,41.22,5346.52
csv,186,0,5404,1723,696,118981,23993568,2018469,26012037,546.3,581.8,884.4,54.71,4273.77,7.85,4341.16
csv,187,0,4523,1644,695,71367,11426499,963950,12390449,260.2,285.1,601.8,34.73,2008.00,10.24,2057.43
csv,188,0,5993,1828,608,62745,5424750,576054,6000804,126.0,151.0,471.2,38.54,945.69,9.15,998.30
csv,189,0,15478,4772,1427,91476,14889891,959786,15849677,332.8,371.1,677.2,65.80,2650.61,27.76,2752.43
csv,190,0,9251,3209,762,26548,2209509,234525,2444034,51.3,64.0,391.8,14.59,375.20,4.76,399.82
csv,191,0,11075,3622,1082,148105,25623982,1731837,27355819,574.5,633.9,921.9,103.98,4553.90,37.14,4702.74
csv,192,0,10391,2779,844,52417,4995804,540010,5535814,116.3,137.4,462.3,31.26,895.55,8.87,941.92
csv,193,0,13678,4397,1596,29199,1087731,139177,1226908,25.8,43.2,372.3,23.85,198.88,7.89,239.50
csv,194,0,8884,2765,1094,30647,1915638,213626,2129264,44.7,59.4,388.9,17.80,329.00,4.48,356.97
csv,195,0,7061,2543,1129,248217,74085135,3846717,77931852,1636.6,1725.9,1956.3,175.37,13371.76,47.24,13602.59
csv,196,0,11221,3830,1016,102734,24431165,1602393,26033558,546.7,578.0,881.9,46.07,4347.53,24.12,4424.39
csv,197,0,8862,2813,752,24969,1360280,166170,1526450,32.1,44.4,371.0,14.25,234.50,3.53,257.58
csv,198,0,8766,2730,829,39344,6113978,491719,6605697,138.7,152.3,479.9,16.83,1049.82,6.11,1077.66
csv,199,0,8574,2837,1404,53505,5444043,442365,5886408,123.6,145.6,466.8,32.53,945.40,6.97,991.44
csv,200,0,7218,2311,1419,128261,23546851,1646171,25193022,529.1,582.1,865.2,94.86,4171.62,23.98,4297.40
csv,201,0,5766,1924,840,40886,5015053,442085,5457138,114.6,130.0,447.8,21.10,862.51,4.81,892.79
csv,202,0,6223,2032,744,54332,6718279,600787,7319066,153.7,170.8,484.7,21.00,1179.40,6.65,1211.05
csv,203,0,12068,4203,1714,140208,26834003,1454578,28288581,594.1,669.7,935.4,160.14,4633.27,58.11,4863.94
csv,204,0,10279,3442,1184,35669,2096708,202093,2298801,48.3,73.1,400.6,38.61,365.52,6.39,417.67
csv,205,0,11934,3925,1524,60887,4769167,421286,5190453,109.0,139.4,463.6,47.04,843.57,10.24,909.30
csv,206,0,7762,2776,1143,149106,33975310,2073597,36048907,757.0,814.1,1098.1,95.26,6150.00,32.46,6285.37
csv,207,0,9044,2706,659,46662,5033298,433852,5467150,114.8,133.8,458.3,34.39,892.82,14.08,946.69
csv,208,0,7131,2354,821,105934,16103744,1048360,17152104,360.2,407.0,707.5,86.19,2859.52,16.64,2967.52
csv,209,0,6398,2046,663,14918,794106,94887,888993,18.7,27.0,360.2,8.91,137.43,2.53,153.44
csv,210,0,6619,1942,794,40723,2968300,317107,3285407,69.0,87.7,412.9,26.49,531.63,7.46,570.97
csv,211,0,7150,2221,647,14737,848196,87215,935411,19.6,29.4,365.2,13.05,143.82,5.87,167.46
csv,212,0,6161,2070,757,81399,19510633,1166537,20677170,434.2,462.3,768.6,43.92,3344.71,38.83,3432.22
csv,213,0,5667,2039,828,57495,5568264,454502,6022766,126.5,153.3,474.2,39.16,920.78,6.00,971.32
csv,214,0,7963,2346,1040,59559,9938156,630040,10568196,221.9,243.5,564.2,30.95,1688.80,7.28,1732.68
csv,215,0,7721,2222,652,7054,142730,30328,173058,3.6,9.2,342.4,5.11,30.51,2.09,42.08
csv,216,0,7094,2215,792,42584,4797339,423980,5221319,109.6,125.7,454.3,20.63,832.41,12.44,870.71
csv,217,1,8059,3088,1202,440654,236144098,10147299,246291397,877.2,0.0,579.6,0.00,0.00,0.00,0.00
csv,218,0,5125,1489,515,33710,3559387,321397,3880784,81.5,95.1,423.5,17.17,593.71,4.40,619.23
csv,219,0,8211,3019,1368,177575,49943659,2437745,52381404,1100.0,1159.5,1429.8,107.55,9167.50,32.58,9315.56
csv,220,0,6197,1888,645,52571,11354626,762268,12116894,254.5,272.7,592.8,25.79,1966.33,13.50,2010.16
csv,221,0,5983,2163,1095,82086,11398639,814280,12212919,256.5,292.6,607.6,63.91,1966.44,20.30,2057.69
csv,222,0,9012,3002,774,61965,10250446,704058,10954504,230.0,250.4,570.2,27.15,1734.01,20.51,1787.21
csv,223,0,6596,1955,528,6051,235274,33208,268482,5.6,10.5,343.7,3.60,42.82,1.60,51.84
csv,224,0,8509,2596,1079,76560,13354012,890712,14244724,299.1,327.5,641.3,43.84,2301.65,11.70,2363.52
csv,225,0,8022,2766,1176,100871,14607790,763953,15371743,322.8,373.6,672.2,96.48,2500.36,24.24,2628.21
csv,226,0,5895,2012,873,70933,7577531,586512,8164043,171.4,198.4,518.0,42.17,1293.65,5.68,1347.29
csv,227,0,6723,2150,774,64313,5027014,623788,5650802,118.7,144.7,470.7,36.58,866.70,4.62,913.43
csv,228,0,9759,2954,720,36141,1769101,259266,2028367,42.6,58.6,387.6,19.73,318.66,3.09,346.94
csv,229,0,9637,3502,1086,63524,10708422,608858,11317280,237.7,262.0,580.7,43.78,1850.65,8.72,1909.48
csv,230,0,15007,4529,1219,133682,38559287,2037185,40596472,852.5,895.1,1180.4,69.66,6919.08,20.56,7017.68
csv,231,0,9407,3425,1344,152204,43376021,2113523,45489544,955.3,1002.7,1285.4,76.29,7715.32,38.52,7837.09
csv,232,0,5496,2181,899,204963,49893258,3305945,53199203,1117.2,1187.2,1451.0,128.92,9113.73,30.13,9279.52
csv,233,0,6614,2256,983,75856,6924644,849444,7774088,163.3,192.0,511.1,45.42,1247.25,6.98,1304.57
csv,234,0,3359,1336,445,48712,6094620,559802,6654422,139.7,156.8,480.5,23.93,1099.19,6.17,1132.67
csv,235,0,9414,3064,1204,38026,4415789,393406,4809195,101.0,115.2,449.6,17.01,758.21,6.17,787.32
csv,236,0,4110,1210,451,42705,4178050,444151,4622201,97.1,111.1,436.2,19.35,723.89,7.64,754.61
csv,237,0,7009,2021,1043,248264,85702005,3991937,89693942,1883.6,1959.8,2184.3,175.32,15314.85,37.73,15535.17
csv,238,0,7351,2849,1220,66667,7101939,533049,7634988,160.3,192.2,510.3,50.60,1194.08,14.49,1266.08
csv,239,0,7790,2726,885,34848,2302292,247540,2549832,53.5,71.9,399.4,25.07,397.30,3.75,432.01
csv,240,0,7942,2505,863,62686,7616189,544385,8160574,171.4,197.0,517.9,40.59,1296.82,10.91,1354.51
csv,241,0,6964,2269,659,11725,499910,70583,570493,12.0,19.4,350.6,7.26,88.76,2.25,102.58
csv,242,0,6611,2383,986,60108,8303646,651930,8955576,188.1,212.9,531.3,38.66,1431.79,19.73,1495.63
csv,243,0,10872,3382,1180,82468,7927420,701814,8629234,181.2,223.2,532.0,74.20,1389.60,23.92,1496.46
csv,244,0,10937,3383,1420,90622,21988992,1181565,23170557,486.6,526.8,823.7,65.75,3850.18,15.65,3939.03
csv,245,0,5644,1802,620,8811,298509,44001,342510,7.2,13.4,345.4,5.61,55.33,1.80,66.35
csv,246,0,5834,1774,751,62113,8119063,642417,8761480,184.0,208.4,527.5,37.06,1465.71,8.10,1516.24
csv,247,0,5499,1911,650,64191,7805329,634409,8439738,177.2,201.1,520.7,36.92,1413.86,7.39,1462.61
csv,248,0,5711,1984,725,60749,6659570,676130,7335700,154.1,174.2,499.3,28.43,1180.16,9.03,1222.20
csv,249,0,7644,2777,1024,71532,12910532,851993,13762525,289.0,314.7,631.6,39.12,2208.02,9.29,2262.07
csv,250,0,7517,2398,838,43373,3332168,279509,3611677,75.8,100.8,421.9,40.04,556.64,6.14,608.91
csv,251,0,8543,3323,1641,115538,16078177,1054974,17133151,359.8,422.0,713.9,108.25,2785.41,50.82,2955.13
csv,252,0,13448,4236,1195,124079,24723402,1413418,26136820,548.9,601.2,895.0,93.31,4410.13,35.35,4547.52
csv,253,0,9604,3144,1412,136155,24035548,1743124,25778672,541.4,590.7,888.2,87.08,4247.02,27.69,4369.91
csv,254,0,4268,1534,816,103196,23566989,1518840,25085829,526.8,563.3,862.8,62.79,4205.01,21.61,4294.75
csv,255,0,6126,2231,1073,58595,9153116,657542,9810658,206.0,229.2,548.1,34.91,1573.95,10.02,1624.25
csv,256,0,6095,2263,1128,366606,132917864,6059454,138977318,2918.5,3045.5,3204.4,235.18,24284.40,135.01,24663.16
csv,257,0,6801,2148,630,13541,891812,94488,986300,20.7,28.3,360.3,7.53,150.12,2.81,164.79
csv,258,0,8789,2973,910,23543,1241823,158328,1400151,29.4,40.7,373.4,12.07,214.95,3.82,236.14
csv,259,0,6098,2218,970,46476,4883057,407529,5290586,111.1,131.1,459.3,29.93,842.42,9.46,887.83
csv,260,0,13564,4496,1498,166891,44597493,2261582,46859075,984.0,1043.7,1318.8,100.11,8086.48,37.69,8233.43
csv,261,0,5200,1554,656,130405,41856780,2222551,44079331,925.7,964.1,1249.8,60.73,7417.83,22.33,7505.76
csv,262,0,10126,3227,1092,17167,622574,97814,720388,15.1,24.8,357.6,10.74,115.74,4.74,137.16
csv,263,0,6156,2019,889,194000,33337702,3277460,36615162,768.9,817.6,1114.8,83.68,6170.21,14.34,6275.00
csv,264,0,4981,1704,624,99101,20113210,1281215,21394425,449.3,482.2,790.8,53.25,3509.01,26.32,3593.25
csv,265,0,9095,3113,1463,98086,13540499,941772,14482271,304.1,346.4,652.8,74.45,2363.48,15.57,2461.38
csv,266,0,7595,2041,734,50836,8837495,666776,9504271,199.6,219.1,540.8,27.36,1533.17,7.27,1572.28
csv,267,0,8919,2831,735,81440,20234596,1081436,21316032,447.6,476.2,783.4,48.30,3450.82,14.06,3518.93
csv,268,0,8309,2248,972,33376,2961080,319394,3280474,68.9,84.8,412.7,20.84,529.54,6.13,561.87
csv,269,0,7421,2196,673,31871,3389185,319422,3708607,77.9,89.8,420.0,14.52,572.02,4.39,595.68
csv,270,0,7089,2125,666,15105,771763,87269,859032,18.0,27.5,355.8,10.49,132.47,3.22,150.57
csv,271,0,8580,2952,1328,31329,1723519,167189,1890708,39.7,56.8,377.7,22.95,295.15,5.14,329.95
csv,272,0,7858,2624,721,30704,3311004,276482,3587486,75.3,87.6,418.4,15.20,548.39,4.64,572.63
csv,273,0,6063,1639,429,4993,130946,24417,155363,3.3,7.4,340.7,2.80,26.07,1.53,33.81
csv,274,0,8611,3043,1144,54060,5859519,368116,6227635,130.8,159.3,476.3,46.80,958.65,7.97,1020.13
csv,275,0,5803,1830,560,13651,496171,74884,571055,12.0,20.2,351.8,8.45,91.88,2.64,106.94
csv,276,0,5311,2058,1259,105932,11938814,867836,12806650,268.9,313.3,621.5,73.67,2072.54,9.82,2162.30
csv,277,0,9916,3369,1238,47873,5007522,447072,5454594,114.5,134.9,460.7,27.59,847.81,7.31,889.32
csv,278,0,5199,1850,1095,225710,61009986,3284910,64294896,1350.2,1434.5,1677.2,151.83,11018.55,77.05,11255.39
csv,279,0,5328,1859,878,95288,18842863,1343168,20186031,423.9,454.4,763.1,49.79,3343.83,26.35,3425.10
csv,280,0,5711,1850,915,175761,49116698,2446150,51562848,1082.8,1139.8,1408.8,107.43,9036.36,30.91,9180.50
csv,281,0,5368,1981,865,139666,33976238,1448059,35424297,743.9,825.8,1081.0,185.34,5912.94,40.70,6146.75
csv,282,0,9745,2877,980,40271,4445141,398552,4843693,101.7,117.6,445.4,20.88,789.47,8.36,823.88
csv,283,0,9389,3178,1053,138439,21272898,1795589,23068487,484.4,533.9,833.1,91.55,3828.99,41.72,3969.21
csv,284,0,5688,1986,683,44910,3925877,408155,4334032,91.0,107.5,434.8,22.61,713.64,5.45,745.86
csv,285,0,12997,4379,1835,146294,19663701,1229597,20893298,438.8,510.9,797.0,126.19,3481.42,27.47,3646.83
csv,286,0,7684,3057,1686,361611,143865833,6967086,150832919,3167.5,3316.3,3443.5,376.82,25787.81,125.94,26301.07
csv,287,0,6723,2221,982,40331,2261836,274609,2536445,53.3,73.2,400.7,27.61,399.84,6.57,439.57
csv,288,0,11145,3333,1499,24767,680512,114668,795180,16.7,31.5,362.8,19.30,130.93,7.81,165.55
csv,289,0,13047,4075,1457,40055,2083463,268068,2351531,49.4,69.5,398.3,26.16,382.24,5.60,421.86
csv,290,0,6703,2018,817,42781,3684764,361524,4046288,85.0,104.7,432.2,27.89,652.24,5.58,690.84
csv,291,0,10334,3288,1477,61097,6459555,594400,7053955,148.1,172.1,494.4,36.87,1155.60,15.41,1215.80
csv,292,0,8494,2633,481,11105,713638,94456,808094,17.0,23.1,355.2,5.36,125.22,2.35,137.17
csv,293,0,6298,2212,935,117061,20068753,1529743,21598496,453.6,491.5,796.8,59.25,3523.25,21.20,3609.72
csv,294,0,5433,2151,1138,136341,26458913,1491245,27950158,587.0,645.3,930.0,117.31,4633.98,41.00,4799.29
csv,295,0,5348,1889,977,35141,3753319,309426,4062745,85.3,102.6,426.8,26.43,635.11,7.64,674.39
csv,296,0,6617,2085,809,59781,5495286,413410,5908696,124.1,157.8,475.2,56.79,923.04,7.64,993.27
csv,297,0,15571,5139,1823,46450,3958976,306128,4265104,89.6,122.6,438.8,53.52,662.08,9.78,735.36
csv,298,0,12824,4086,1242,148962,45574148,2616074,48190222,1012.0,1057.1,1335.7,82.32,8318.90,28.52,8437.19
csv,299,0,2736,897,440,46775,7152122,629826,7781948,163.4,177.4,501.2,16.26,1218.13,4.43,1242.28
csv,300,0,7799,2091,496,5430,163184,27368,190552,4.0,8.8,343.8,3.60,30.97,1.78,40.33
csv,301,0,4684,2134,1097,140285,20215616,1524893,21740509,456.6,505.0,806.8,78.15,3515.47,32.81,3633.73
csv,302,0,8325,2661,744,32773,2769993,220812,2990805,62.8,78.8,407.3,20.89,456.83,5.07,488.52
csv,303,0,12720,4297,1398,18326,464435,69366,533801,11.2,23.1,355.7,13.82,86.09,3.81,111.73
csv,304,0,6232,1909,805,51576,8125317,523592,8648909,181.6,204.4,516.3,34.62,1402.28,12.88,1454.86
csv,305,0,5126,2064,644,47267,6114180,504711,6618891,139.0,156.1,474.3,23.76,1066.88,13.27,1108.45
csv,306,1,10581,4080,2210,476399,210467457,8967486,219434943,313.2,0.0,579.3,0.00,0.00,0.00,0.00
csv,307,0,9104,2822,998,74468,15610098,865111,16475209,346.0,372.1,685.0,42.53,2666.43,21.33,2736.09
csv,308,0,4803,1697,920,112544,20500363,1520140,22020503,462.4,505.0,806.1,72.63,3614.65,16.01,3710.14
csv,309,0,3236,1224,695,17317,705815,83864,789679,16.6,26.7,355.2,12.39,125.22,2.73,144.28
csv,310,0,6287,2207,807,65724,8851161,721602,9572763,201.0,226.4,542.5,38.01,1549.80,8.54,1601.15
csv,311,0,9267,2962,1078,186928,37987536,3036507,41024043,861.5,925.2,1198.7,120.41,7066.72,30.84,7224.90
csv,312,0,4027,1225,532,54144,6212248,489579,6701827,140.7,162.3,486.2,32.15,1029.63,3.69,1069.32
csv,313,0,7992,2844,878,148006,34099118,1408548,35507666,745.7,808.4,1081.7,112.46,5929.02,36.59,6084.62
csv,314,0,5892,2044,1006,50526,2781046,288541,3069587,64.5,95.8,412.9,50.11,491.04,13.73,562.05
csv,315,0,9707,3143,1201,182224,44436804,2218598,46655402,979.8,1091.8,1318.1,223.14,8075.06,36.34,8342.95
csv,316,0,6115,1807,687,44573,3617036,470281,4087317,85.8,100.6,432.0,21.16,671.29,14.78,711.68
csv,317,0,10128,3013,918,52186,5592742,440595,6033337,126.7,150.3,473.4,34.19,930.86,9.70,981.74
csv,318,0,11442,3705,1339,39927,2254572,242542,2497114,52.4,76.0,399.2,35.61,388.65,8.58,440.74
csv,319,0,3530,1044,452,9071,362373,52612,414985,8.7,14.4,345.3,4.89,64.19,1.32,73.42
csv,320,0,5180,1686,803,16811,442829,77020,519849,10.9,21.3,352.0,12.51,86.09,4.18,107.02
csv,321,0,4138,1437,489,20875,1215599,114985,1330584,27.9,40.9,367.8,17.90,201.60,1.85,224.88
csv,322,0,10256,3007,1195,52376,7033592,540003,7573595,159.0,178.5,501.2,27.10,1228.95,10.66,1272.81
csv,323,0,6113,2223,836,72526,10947498,940797,11888295,249.7,272.8,591.2,34.23,1933.05,12.07,1984.24
csv,324,0,8489,2935,1471,104938,11418731,927282,12346013,259.3,306.8,611.0,84.44,2078.45,18.51,2188.95
csv,325,0,4837,1566,617,7645,268056,49566,317622,6.7,12.0,346.7,4.35,50.93,1.78,60.82
csv,326,0,8560,2655,930,49061,6660195,527384,7187579,150.9,171.1,493.2,29.84,1156.87,6.23,1198.95
csv,327,0,6412,1862,862,52659,6730756,498905,7229661,151.8,171.1,493.1,27.28,1137.85,9.43,1179.85
csv,328,0,5631,1942,833,36947,3760197,353722,4113919,86.4,99.9,427.8,15.91,644.43,4.20,668.96
csv,329,0,8463,2543,1084,99301,11635536,848652,12484188,262.2,319.2,614.3,105.58,1995.14,19.41,2127.35
csv,330,0,7131,2278,649,26633,1596171,198849,1795020,37.7,49.9,380.0,14.34,284.30,3.59,306.70
csv,331,0,8120,2772,1060,63495,5744774,493999,6238773,131.0,162.2,479.8,48.94,993.18,11.89,1060.99
