A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_W_F10X375_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fin_ref/fin_base977_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3274       0.3277      -0.0004
eff overall (pt>0.9)             0.8095       0.8099      -0.0004
eff vxy [0,1)                    0.8419       0.8429      -0.0009
eff vxy [1,5)                    0.8009       0.7772      +0.0237
eff vxy [5,10)                   0.7211       0.6442      +0.0769
eff vxy [10,30)                  0.7147       0.6257      +0.0891
eff dxy [0,1)                    0.8356       0.8296      +0.0061
eff dxy [1,5)                    0.5832       0.5104      +0.0728
eff dxy [5,10)                   0.2452       0.2291      +0.0161
eff dxy [10,30)                  0.0315       0.0540      -0.0225
eff barrel |eta|<1.1             0.9248       0.9243      +0.0005
eff transition 1.1-1.7           0.8805       0.8800      +0.0005
eff endcap >1.7                  0.7449       0.7466      -0.0016
dup rate (pt sums)               0.0598       0.0499      +0.0099
dup rate (pt>0.9)                0.0608       0.0514      +0.0094
dup rate barrel                  0.0412       0.0097      +0.0315
dup rate transition              0.0311       0.0131      +0.0181
dup rate endcap                  0.0803       0.0849      -0.0045
fake rate (pt sums)              0.0488       0.0452      +0.0037
fake rate (pt>0.9)               0.0494       0.0454      +0.0040
fake rate barrel                 0.0555       0.0436      +0.0118
fake rate transition             0.0604       0.0454      +0.0150
fake rate endcap                 0.0429       0.0463      -0.0034
mean nhitOT                       6.442        6.519       -0.077
mean nhitOT barrel                9.842       10.150       -0.308
mean nhitOT transition            9.929       10.009       -0.080
mean nhitOT endcap                3.547        3.557       -0.010
n TC (fr denom)                 2020979      1998494       +22485
n sim (ef denom)                 204388       204388           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_W_F10X375.json
