A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_W_F10R50_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fin_ref/fin_base977_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3274       0.3277      -0.0004
eff overall (pt>0.9)             0.8095       0.8099      -0.0004
eff vxy [0,1)                    0.8419       0.8429      -0.0009
eff vxy [1,5)                    0.8009       0.7772      +0.0237
eff vxy [5,10)                   0.7211       0.6442      +0.0769
eff vxy [10,30)                  0.7147       0.6257      +0.0891
eff dxy [0,1)                    0.8356       0.8296      +0.0060
eff dxy [1,5)                    0.5832       0.5104      +0.0728
eff dxy [5,10)                   0.2452       0.2291      +0.0161
eff dxy [10,30)                  0.0315       0.0540      -0.0225
eff barrel |eta|<1.1             0.9250       0.9243      +0.0007
eff transition 1.1-1.7           0.8806       0.8800      +0.0006
eff endcap >1.7                  0.7448       0.7466      -0.0018
dup rate (pt sums)               0.0571       0.0499      +0.0072
dup rate (pt>0.9)                0.0579       0.0514      +0.0066
dup rate barrel                  0.0301       0.0097      +0.0204
dup rate transition              0.0337       0.0131      +0.0206
dup rate endcap                  0.0803       0.0849      -0.0046
fake rate (pt sums)              0.0488       0.0452      +0.0037
fake rate (pt>0.9)               0.0495       0.0454      +0.0041
fake rate barrel                 0.0558       0.0436      +0.0122
fake rate transition             0.0603       0.0454      +0.0149
fake rate endcap                 0.0428       0.0463      -0.0035
mean nhitOT                       6.453        6.519       -0.066
mean nhitOT barrel                9.899       10.150       -0.251
mean nhitOT transition            9.916       10.009       -0.093
mean nhitOT endcap                3.549        3.557       -0.008
n TC (fr denom)                 2017198      1998494       +18704
n sim (ef denom)                 204388       204388           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_W_F10R50.json
