A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_A50D2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3283       0.3281      +0.0001
eff overall (pt>0.9)             0.8111       0.8099      +0.0012
eff vxy [0,1)                    0.8440       0.8430      +0.0010
eff vxy [1,5)                    0.7953       0.7719      +0.0234
eff vxy [5,10)                   0.7319       0.6543      +0.0776
eff vxy [10,30)                  0.7374       0.6645      +0.0729
eff dxy [0,1)                    0.8381       0.8307      +0.0074
eff dxy [1,5)                    0.6143       0.5541      +0.0602
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9284       0.9256      +0.0028
eff transition 1.1-1.7           0.8842       0.8819      +0.0023
eff endcap >1.7                  0.7452       0.7460      -0.0008
dup rate (pt sums)               0.0604       0.0503      +0.0101
dup rate (pt>0.9)                0.0605       0.0518      +0.0087
dup rate barrel                  0.0308       0.0099      +0.0209
dup rate transition              0.0380       0.0126      +0.0253
dup rate endcap                  0.0838       0.0856      -0.0018
fake rate (pt sums)              0.0533       0.0447      +0.0086
fake rate (pt>0.9)               0.0548       0.0448      +0.0101
fake rate barrel                 0.0651       0.0425      +0.0226
fake rate transition             0.0666       0.0445      +0.0221
fake rate endcap                 0.0456       0.0460      -0.0005
mean nhitOT                       6.457        6.519       -0.062
mean nhitOT barrel                9.873       10.148       -0.275
mean nhitOT transition            9.851       10.015       -0.165
mean nhitOT endcap                3.543        3.562       -0.019
n TC (fr denom)                  618460       608190       +10270
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_A50D2.json
