A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_CM50_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3276       0.3281      -0.0005
eff overall (pt>0.9)             0.8112       0.8099      +0.0013
eff vxy [0,1)                    0.8385       0.8430      -0.0045
eff vxy [1,5)                    0.7609       0.7719      -0.0111
eff vxy [5,10)                   0.7340       0.6543      +0.0797
eff vxy [10,30)                  0.7526       0.6645      +0.0880
eff dxy [0,1)                    0.8322       0.8307      +0.0015
eff dxy [1,5)                    0.6190       0.5541      +0.0650
eff dxy [5,10)                   0.1875       0.2097      -0.0222
eff dxy [10,30)                  0.0294       0.0567      -0.0273
eff barrel |eta|<1.1             0.9228       0.9256      -0.0028
eff transition 1.1-1.7           0.8558       0.8819      -0.0261
eff endcap >1.7                  0.7554       0.7460      +0.0094
dup rate (pt sums)               0.0617       0.0503      +0.0113
dup rate (pt>0.9)                0.0629       0.0518      +0.0111
dup rate barrel                  0.0401       0.0099      +0.0302
dup rate transition              0.0369       0.0126      +0.0242
dup rate endcap                  0.0831       0.0856      -0.0025
fake rate (pt sums)              0.0521       0.0447      +0.0074
fake rate (pt>0.9)               0.0536       0.0448      +0.0089
fake rate barrel                 0.0657       0.0425      +0.0232
fake rate transition             0.0653       0.0445      +0.0208
fake rate endcap                 0.0436       0.0460      -0.0024
mean nhitOT                       6.431        6.519       -0.088
mean nhitOT barrel                9.836       10.148       -0.312
mean nhitOT transition            9.883       10.015       -0.133
mean nhitOT endcap                3.555        3.562       -0.007
n TC (fr denom)                  102934       608190      -505256
n sim (ef denom)                  10350        62555       -52205
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_CM50.json
