A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_R_F10R55_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3280       0.3281      -0.0001
eff overall (pt>0.9)             0.8103       0.8099      +0.0004
eff vxy [0,1)                    0.8432       0.8430      +0.0002
eff vxy [1,5)                    0.7953       0.7719      +0.0234
eff vxy [5,10)                   0.7336       0.6543      +0.0793
eff vxy [10,30)                  0.7414       0.6645      +0.0769
eff dxy [0,1)                    0.8376       0.8307      +0.0069
eff dxy [1,5)                    0.6165       0.5541      +0.0624
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9265       0.9256      +0.0009
eff transition 1.1-1.7           0.8829       0.8819      +0.0010
eff endcap >1.7                  0.7456       0.7460      -0.0003
dup rate (pt sums)               0.0585       0.0503      +0.0081
dup rate (pt>0.9)                0.0591       0.0518      +0.0073
dup rate barrel                  0.0327       0.0099      +0.0228
dup rate transition              0.0343       0.0126      +0.0217
dup rate endcap                  0.0809       0.0856      -0.0047
fake rate (pt sums)              0.0483       0.0447      +0.0036
fake rate (pt>0.9)               0.0490       0.0448      +0.0042
fake rate barrel                 0.0551       0.0425      +0.0126
fake rate transition             0.0602       0.0445      +0.0157
fake rate endcap                 0.0423       0.0460      -0.0037
mean nhitOT                       6.448        6.519       -0.071
mean nhitOT barrel                9.887       10.148       -0.261
mean nhitOT transition            9.909       10.015       -0.106
mean nhitOT endcap                3.550        3.562       -0.012
n TC (fr denom)                  614245       608190        +6055
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_R_F10R55.json
