A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_A40_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3280       0.3281      -0.0001
eff overall (pt>0.9)             0.8104       0.8099      +0.0005
eff vxy [0,1)                    0.8434       0.8430      +0.0005
eff vxy [1,5)                    0.7924       0.7719      +0.0205
eff vxy [5,10)                   0.7133       0.6543      +0.0590
eff vxy [10,30)                  0.7302       0.6645      +0.0657
eff dxy [0,1)                    0.8369       0.8307      +0.0062
eff dxy [1,5)                    0.6031       0.5541      +0.0491
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9276       0.9256      +0.0020
eff transition 1.1-1.7           0.8834       0.8819      +0.0015
eff endcap >1.7                  0.7446       0.7460      -0.0013
dup rate (pt sums)               0.0560       0.0503      +0.0056
dup rate (pt>0.9)                0.0565       0.0518      +0.0047
dup rate barrel                  0.0270       0.0099      +0.0171
dup rate transition              0.0329       0.0126      +0.0203
dup rate endcap                  0.0799       0.0856      -0.0056
fake rate (pt sums)              0.0543       0.0447      +0.0096
fake rate (pt>0.9)               0.0559       0.0448      +0.0112
fake rate barrel                 0.0660       0.0425      +0.0235
fake rate transition             0.0679       0.0445      +0.0233
fake rate endcap                 0.0468       0.0460      +0.0007
mean nhitOT                       6.479        6.519       -0.040
mean nhitOT barrel                9.903       10.148       -0.245
mean nhitOT transition            9.887       10.015       -0.128
mean nhitOT endcap                3.555        3.562       -0.007
n TC (fr denom)                  616449       608190        +8259
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_A40.json
