A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_W_F10R50X375_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fin_ref/fin_base977_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3272       0.3277      -0.0005
eff overall (pt>0.9)             0.8092       0.8099      -0.0007
eff vxy [0,1)                    0.8416       0.8429      -0.0013
eff vxy [1,5)                    0.8002       0.7772      +0.0230
eff vxy [5,10)                   0.7211       0.6442      +0.0769
eff vxy [10,30)                  0.7147       0.6257      +0.0891
eff dxy [0,1)                    0.8352       0.8296      +0.0057
eff dxy [1,5)                    0.5832       0.5104      +0.0728
eff dxy [5,10)                   0.2452       0.2291      +0.0161
eff dxy [10,30)                  0.0315       0.0540      -0.0225
eff barrel |eta|<1.1             0.9244       0.9243      +0.0001
eff transition 1.1-1.7           0.8801       0.8800      +0.0001
eff endcap >1.7                  0.7446       0.7466      -0.0019
dup rate (pt sums)               0.0553       0.0499      +0.0055
dup rate (pt>0.9)                0.0562       0.0514      +0.0048
dup rate barrel                  0.0273       0.0097      +0.0176
dup rate transition              0.0307       0.0131      +0.0176
dup rate endcap                  0.0795       0.0849      -0.0054
fake rate (pt sums)              0.0489       0.0452      +0.0037
fake rate (pt>0.9)               0.0495       0.0454      +0.0041
fake rate barrel                 0.0559       0.0436      +0.0122
fake rate transition             0.0604       0.0454      +0.0150
fake rate endcap                 0.0428       0.0463      -0.0035
mean nhitOT                       6.461        6.519       -0.058
mean nhitOT barrel                9.919       10.150       -0.231
mean nhitOT transition            9.936       10.009       -0.074
mean nhitOT endcap                3.551        3.557       -0.005
n TC (fr denom)                 2014640      1998494       +16146
n sim (ef denom)                 204388       204388           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a11_ref/r_W_F10R50X375.json
