A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_lenorder/c3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3263       0.3264      -0.0002
eff overall (pt>0.9)             0.8125       0.8136      -0.0011
eff vxy [0,1)                    0.8453       0.8473      -0.0020
eff vxy [1,5)                    0.8035       0.7731      +0.0304
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8400       0.8342      +0.0057
eff dxy [1,5)                    0.5612       0.4989      +0.0622
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9234       0.9242      -0.0008
eff transition 1.1-1.7           0.8806       0.8826      -0.0020
eff endcap >1.7                  0.7546       0.7556      -0.0010
dup rate (pt sums)               0.0552       0.0499      +0.0053
dup rate (pt>0.9)                0.0565       0.0513      +0.0052
dup rate barrel                  0.0138       0.0097      +0.0041
dup rate transition              0.0221       0.0130      +0.0091
dup rate endcap                  0.0894       0.0846      +0.0048
fake rate (pt sums)              0.0468       0.0451      +0.0017
fake rate (pt>0.9)               0.0475       0.0455      +0.0020
fake rate barrel                 0.0518       0.0437      +0.0081
fake rate transition             0.0554       0.0459      +0.0096
fake rate endcap                 0.0429       0.0463      -0.0034
mean nhitOT                       6.344        6.514       -0.170
mean nhitOT barrel                9.847       10.151       -0.303
mean nhitOT transition            9.770       10.010       -0.240
mean nhitOT endcap                3.463        3.559       -0.097
n TC (fr denom)                  616379       610581        +5798
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_lenorder/c3.json
