A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_lenorder/lg3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3242       0.3264      -0.0023
eff overall (pt>0.9)             0.8068       0.8136      -0.0068
eff vxy [0,1)                    0.8396       0.8473      -0.0077
eff vxy [1,5)                    0.7929       0.7731      +0.0198
eff vxy [5,10)                   0.7192       0.6530      +0.0662
eff vxy [10,30)                  0.6936       0.6291      +0.0645
eff dxy [0,1)                    0.8335       0.8342      -0.0008
eff dxy [1,5)                    0.5343       0.4989      +0.0354
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9153       0.9242      -0.0089
eff transition 1.1-1.7           0.8701       0.8826      -0.0125
eff endcap >1.7                  0.7527       0.7556      -0.0029
dup rate (pt sums)               0.0549       0.0499      +0.0050
dup rate (pt>0.9)                0.0561       0.0513      +0.0048
dup rate barrel                  0.0140       0.0097      +0.0043
dup rate transition              0.0215       0.0130      +0.0085
dup rate endcap                  0.0889       0.0846      +0.0043
fake rate (pt sums)              0.0509       0.0451      +0.0058
fake rate (pt>0.9)               0.0524       0.0455      +0.0069
fake rate barrel                 0.0589       0.0437      +0.0152
fake rate transition             0.0645       0.0459      +0.0187
fake rate endcap                 0.0454       0.0463      -0.0009
mean nhitOT                       6.407        6.514       -0.107
mean nhitOT barrel                9.941       10.151       -0.209
mean nhitOT transition            9.870       10.010       -0.139
mean nhitOT endcap                3.496        3.559       -0.063
n TC (fr denom)                  616371       610581        +5790
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/ex_lenorder/lg3.json
