A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_AJ_55_AT65_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3276       0.3281      -0.0005
eff overall (pt>0.9)             0.8100       0.8099      +0.0001
eff vxy [0,1)                    0.8429       0.8430      -0.0000
eff vxy [1,5)                    0.7909       0.7719      +0.0190
eff vxy [5,10)                   0.7336       0.6543      +0.0793
eff vxy [10,30)                  0.7374       0.6645      +0.0729
eff dxy [0,1)                    0.8369       0.8307      +0.0062
eff dxy [1,5)                    0.6132       0.5541      +0.0591
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9265       0.9256      +0.0009
eff transition 1.1-1.7           0.8816       0.8819      -0.0003
eff endcap >1.7                  0.7454       0.7460      -0.0006
dup rate (pt sums)               0.0585       0.0503      +0.0082
dup rate (pt>0.9)                0.0588       0.0518      +0.0070
dup rate barrel                  0.0313       0.0099      +0.0214
dup rate transition              0.0337       0.0126      +0.0211
dup rate endcap                  0.0814       0.0856      -0.0042
fake rate (pt sums)              0.0503       0.0447      +0.0056
fake rate (pt>0.9)               0.0514       0.0448      +0.0067
fake rate barrel                 0.0599       0.0425      +0.0174
fake rate transition             0.0623       0.0445      +0.0178
fake rate endcap                 0.0435       0.0460      -0.0025
mean nhitOT                       6.460        6.519       -0.059
mean nhitOT barrel                9.891       10.148       -0.257
mean nhitOT transition            9.904       10.015       -0.112
mean nhitOT endcap                3.545        3.562       -0.017
n TC (fr denom)                  614219       608190        +6029
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_AJ_55_AT65.json
