A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_AJ_45_W20_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3279       0.3281      -0.0002
eff overall (pt>0.9)             0.8102       0.8099      +0.0003
eff vxy [0,1)                    0.8432       0.8430      +0.0002
eff vxy [1,5)                    0.7931       0.7719      +0.0212
eff vxy [5,10)                   0.7234       0.6543      +0.0691
eff vxy [10,30)                  0.7206       0.6645      +0.0560
eff dxy [0,1)                    0.8366       0.8307      +0.0058
eff dxy [1,5)                    0.5975       0.5541      +0.0435
eff dxy [5,10)                   0.1976       0.2097      -0.0121
eff dxy [10,30)                  0.0284       0.0567      -0.0284
eff barrel |eta|<1.1             0.9274       0.9256      +0.0018
eff transition 1.1-1.7           0.8831       0.8819      +0.0013
eff endcap >1.7                  0.7444       0.7460      -0.0016
dup rate (pt sums)               0.0545       0.0503      +0.0042
dup rate (pt>0.9)                0.0550       0.0518      +0.0032
dup rate barrel                  0.0251       0.0099      +0.0152
dup rate transition              0.0282       0.0126      +0.0156
dup rate endcap                  0.0793       0.0856      -0.0062
fake rate (pt sums)              0.0510       0.0447      +0.0062
fake rate (pt>0.9)               0.0523       0.0448      +0.0075
fake rate barrel                 0.0587       0.0425      +0.0162
fake rate transition             0.0609       0.0445      +0.0164
fake rate endcap                 0.0462       0.0460      +0.0002
mean nhitOT                       6.468        6.519       -0.050
mean nhitOT barrel                9.903       10.148       -0.245
mean nhitOT transition            9.885       10.015       -0.130
mean nhitOT endcap                3.562        3.562       -0.001
n TC (fr denom)                  613112       608190        +4922
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_AJ_45_W20.json
