A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_A_30_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3262       0.3281      -0.0019
eff overall (pt>0.9)             0.8066       0.8099      -0.0033
eff vxy [0,1)                    0.8394       0.8430      -0.0036
eff vxy [1,5)                    0.7844       0.7719      +0.0124
eff vxy [5,10)                   0.7049       0.6543      +0.0506
eff vxy [10,30)                  0.7174       0.6645      +0.0528
eff dxy [0,1)                    0.8320       0.8307      +0.0013
eff dxy [1,5)                    0.5942       0.5541      +0.0401
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9225       0.9256      -0.0031
eff transition 1.1-1.7           0.8801       0.8819      -0.0018
eff endcap >1.7                  0.7415       0.7460      -0.0044
dup rate (pt sums)               0.0492       0.0503      -0.0011
dup rate (pt>0.9)                0.0498       0.0518      -0.0020
dup rate barrel                  0.0174       0.0099      +0.0075
dup rate transition              0.0229       0.0126      +0.0102
dup rate endcap                  0.0758       0.0856      -0.0098
fake rate (pt sums)              0.0558       0.0447      +0.0111
fake rate (pt>0.9)               0.0575       0.0448      +0.0127
fake rate barrel                 0.0682       0.0425      +0.0257
fake rate transition             0.0702       0.0445      +0.0257
fake rate endcap                 0.0477       0.0460      +0.0017
mean nhitOT                       6.533        6.519       +0.014
mean nhitOT barrel                9.998       10.148       -0.150
mean nhitOT transition            9.986       10.015       -0.029
mean nhitOT endcap                3.580        3.562       +0.018
n TC (fr denom)                  610630       608190        +2440
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_A_30.json
