A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_AJ_50_F10_AT65_W20_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3275       0.3281      -0.0006
eff overall (pt>0.9)             0.8099       0.8099      +0.0000
eff vxy [0,1)                    0.8429       0.8430      -0.0001
eff vxy [1,5)                    0.7902       0.7719      +0.0183
eff vxy [5,10)                   0.7302       0.6543      +0.0759
eff vxy [10,30)                  0.7222       0.6645      +0.0576
eff dxy [0,1)                    0.8363       0.8307      +0.0056
eff dxy [1,5)                    0.6020       0.5541      +0.0479
eff dxy [5,10)                   0.1976       0.2097      -0.0121
eff dxy [10,30)                  0.0284       0.0567      -0.0284
eff barrel |eta|<1.1             0.9263       0.9256      +0.0007
eff transition 1.1-1.7           0.8816       0.8819      -0.0003
eff endcap >1.7                  0.7454       0.7460      -0.0006
dup rate (pt sums)               0.0553       0.0503      +0.0050
dup rate (pt>0.9)                0.0554       0.0518      +0.0037
dup rate barrel                  0.0268       0.0099      +0.0170
dup rate transition              0.0281       0.0126      +0.0155
dup rate endcap                  0.0792       0.0856      -0.0064
fake rate (pt sums)              0.0469       0.0447      +0.0022
fake rate (pt>0.9)               0.0478       0.0448      +0.0031
fake rate barrel                 0.0531       0.0425      +0.0106
fake rate transition             0.0544       0.0445      +0.0099
fake rate endcap                 0.0430       0.0460      -0.0030
mean nhitOT                       6.443        6.519       -0.076
mean nhitOT barrel                9.903       10.148       -0.245
mean nhitOT transition            9.890       10.015       -0.126
mean nhitOT endcap                3.531        3.562       -0.031
n TC (fr denom)                  610269       608190        +2079
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a10_ref/r_AJ_50_F10_AT65_W20.json
