A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a06_ref/r_E_WW_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3273       0.3281      -0.0008
eff overall (pt>0.9)             0.8086       0.8099      -0.0012
eff vxy [0,1)                    0.8415       0.8430      -0.0015
eff vxy [1,5)                    0.7895       0.7719      +0.0175
eff vxy [5,10)                   0.7302       0.6543      +0.0759
eff vxy [10,30)                  0.7406       0.6645      +0.0761
eff dxy [0,1)                    0.8357       0.8307      +0.0050
eff dxy [1,5)                    0.6154       0.5541      +0.0613
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9259       0.9256      +0.0003
eff transition 1.1-1.7           0.8765       0.8819      -0.0053
eff endcap >1.7                  0.7448       0.7460      -0.0011
dup rate (pt sums)               0.0612       0.0503      +0.0109
dup rate (pt>0.9)                0.0620       0.0518      +0.0102
dup rate barrel                  0.0432       0.0099      +0.0333
dup rate transition              0.0334       0.0126      +0.0208
dup rate endcap                  0.0809       0.0856      -0.0047
fake rate (pt sums)              0.0551       0.0447      +0.0104
fake rate (pt>0.9)               0.0568       0.0448      +0.0120
fake rate barrel                 0.0678       0.0425      +0.0253
fake rate transition             0.0738       0.0445      +0.0292
fake rate endcap                 0.0456       0.0460      -0.0004
mean nhitOT                       6.633        6.519       +0.114
mean nhitOT barrel                9.936       10.148       -0.212
mean nhitOT transition           10.443       10.015       +0.428
mean nhitOT endcap                3.672        3.562       +0.110
n TC (fr denom)                  618677       608190       +10487
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a06_ref/r_E_WW.json
