A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a06_ref/r_C_A_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3275       0.3281      -0.0006
eff overall (pt>0.9)             0.8090       0.8099      -0.0009
eff vxy [0,1)                    0.8418       0.8430      -0.0011
eff vxy [1,5)                    0.7909       0.7719      +0.0190
eff vxy [5,10)                   0.7285       0.6543      +0.0742
eff vxy [10,30)                  0.7286       0.6645      +0.0641
eff dxy [0,1)                    0.8357       0.8307      +0.0050
eff dxy [1,5)                    0.5897       0.5541      +0.0357
eff dxy [5,10)                   0.1935       0.2097      -0.0161
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9255       0.9256      -0.0001
eff transition 1.1-1.7           0.8793       0.8819      -0.0025
eff endcap >1.7                  0.7450       0.7460      -0.0010
dup rate (pt sums)               0.0610       0.0503      +0.0107
dup rate (pt>0.9)                0.0617       0.0518      +0.0100
dup rate barrel                  0.0424       0.0099      +0.0325
dup rate transition              0.0334       0.0126      +0.0207
dup rate endcap                  0.0809       0.0856      -0.0047
fake rate (pt sums)              0.0556       0.0447      +0.0109
fake rate (pt>0.9)               0.0572       0.0448      +0.0125
fake rate barrel                 0.0703       0.0425      +0.0278
fake rate transition             0.0724       0.0445      +0.0279
fake rate endcap                 0.0455       0.0460      -0.0006
mean nhitOT                       6.566        6.519       +0.047
mean nhitOT barrel                9.979       10.148       -0.169
mean nhitOT transition           10.167       10.015       +0.152
mean nhitOT endcap                3.607        3.562       +0.045
n TC (fr denom)                  618704       608190       +10514
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a06_ref/r_C_A.json
