A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/attachretrain/ar_r1_a57_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3267       0.3264      +0.0002
eff overall (pt>0.9)             0.8136       0.8136      +0.0001
eff vxy [0,1)                    0.8465       0.8473      -0.0008
eff vxy [1,5)                    0.8049       0.7731      +0.0318
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7124       0.6291      +0.0833
eff dxy [0,1)                    0.8407       0.8342      +0.0065
eff dxy [1,5)                    0.5601       0.4989      +0.0612
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9256       0.9242      +0.0015
eff transition 1.1-1.7           0.8824       0.8826      -0.0003
eff endcap >1.7                  0.7545       0.7556      -0.0011
dup rate (pt sums)               0.0567       0.0499      +0.0068
dup rate (pt>0.9)                0.0579       0.0513      +0.0066
dup rate barrel                  0.0123       0.0097      +0.0026
dup rate transition              0.0233       0.0130      +0.0103
dup rate endcap                  0.0923       0.0846      +0.0077
fake rate (pt sums)              0.0464       0.0451      +0.0013
fake rate (pt>0.9)               0.0470       0.0455      +0.0015
fake rate barrel                 0.0511       0.0437      +0.0074
fake rate transition             0.0547       0.0459      +0.0088
fake rate endcap                 0.0426       0.0463      -0.0037
mean nhitOT                       6.307        6.514       -0.207
mean nhitOT barrel                9.807       10.151       -0.344
mean nhitOT transition            9.703       10.010       -0.306
mean nhitOT endcap                3.455        3.559       -0.104
n TC (fr denom)                  616959       610581        +6378
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/attachretrain/ar_r1_a57.json
